###2558	4.3	0.8	1.7	2L_RaGOO	1	356	353	+	IVK_DM	LINE/I	5010	5362	(40)	1	1	0.065

###6323/2817	9.604	2.546	1.295	2L_RaGOO	366	2025	1806	C	DM297_I	LTR/Gypsy	(2214)	3953	1307	2/2	2	0.258
9768	1.9	0.6	0.0	2L_RaGOO	11361	12649	1297	C	QUASIMODO_I	LTR/Gypsy	(0)	6060	4764	14	1
39260	0.6	0.4	0.3	2L_RaGOO	17605	22367	4768	C	QUASIMODO_I	LTR/Gypsy	(1292)	4768	1	14	1
5380	4.5	1.1	0.8	2L_RaGOO	22368	23126	992	C	QUASIMODO_LTR	LTR/Gypsy	(6498)	992	1	14	1

###2226/29848/7227/2202	0.654	0.117	0.106	2L_RaGOO	12650	17604	4962	+	Copia_LTR	LTR/Copia	NA	NA	NA	15/15/15/15	4	0.964
2226	0.7	0.4	0.0	2L_RaGOO	12650	12924	276	+	Copia_LTR	LTR/Copia	1	276	(0)	15	1
29848	0.7	0.1	0.1	2L_RaGOO	12925	16486	3562	+	Copia_I	LTR/Copia	1	3562	(1031)	15	1
7227	0.2	0.0	0.2	2L_RaGOO	16480	17329	848	+	Copia_I	LTR/Copia	3746	4593	(0)	15	1
2202	1.4	0.4	0.0	2L_RaGOO	17330	17604	276	+	Copia_LTR	LTR/Copia	1	276	(0)	15	1

###2281/476/541/1807	2.528	3.051	0.746	2L_RaGOO	23127	26120	686	C	QUASIMODO_I	LTR/Gypsy	NA	NA	NA	14/14/14/14	4	0.093
2281	3.0	4.0	0.0	2L_RaGOO	23127	23401	287	C	QUASIMODO_I	LTR/Gypsy	(5524)	1966	1680	14	1
476	0.0	0.0	0.0	2L_RaGOO	25693	25753	61	C	QUASIMODO_I	LTR/Gypsy	(6520)	970	910	14	1
541	1.6	0.0	0.0	2L_RaGOO	25767	25830	64	C	QUASIMODO_I	LTR/Gypsy	(7426)	64	1	14	1
1807	3.4	1.7	7.7	2L_RaGOO	25831	26120	274	C	QUASIMODO_LTR	LTR/Gypsy	(0)	472	199	14	1

###2012/4107	6.800	4.378	1.469	2L_RaGOO	24752	25694	970	+	MDG1_LTR	LTR/Gypsy	NA	NA	NA	18/18	2	0.130
2012	5.9	1.4	1.4	2L_RaGOO	24752	25041	290	+	MDG1_LTR	LTR/Gypsy	123	412	(30)	18	1
4107	7.2	5.7	1.5	2L_RaGOO	25042	25694	680	+	MDG1_I	LTR/Gypsy	1	680	(5916)	18	1

###476/490/1857	30.568	4.174	1.477	2L_RaGOO	26796	29201	1945	+	BLASTOPIA_I	LTR/Gypsy	726	3930	(551)	19/19/19	3	0.387
476	31.2	3.5	1.4	2L_RaGOO	26796	27140	352	+	BLASTOPIA_I	LTR/Gypsy	726	1077	(3404)	19	1
490	28.9	2.5	0.7	2L_RaGOO	27556	27837	287	+	BLASTOPIA_I	LTR/Gypsy	2030	2316	(2165)	19	1
1857	30.9	5.1	1.8	2L_RaGOO	27938	29201	1306	+	BLASTOPIA_I	LTR/Gypsy	2625	3930	(551)	19	1

###7258/3568	4.957	0.475	0.840	2L_RaGOO	29304	30758	1451	+	HOBO	DNA/hAT-hobo	39	3016	(0)	20/21	2	0.481
7258	3.0	0.4	0.2	2L_RaGOO	29304	30211	910	+	HOBO	DNA/hAT-hobo	39	948	(2068)	20	1
3568	8.2	0.6	1.9	2L_RaGOO	30211	30758	541	+	HOBO	DNA/hAT-hobo	2476	3016	(0)	21	1

###10556	2.0	0.5	0.3	2L_RaGOO	30759	32079	1324	C	M4DM	DNA/CMC-Transib	(65)	1370	47	22	1	0.923

###4731/5588	4.987	0.451	0.348	2L_RaGOO	35232	36617	1385	C	HOBO	DNA/hAT-hobo	(0)	3016	218	26/27	2	0.459
4731	7.3	0.3	0.7	2L_RaGOO	35232	35919	685	C	HOBO	DNA/hAT-hobo	(0)	3016	2332	26	1
5588	2.7	0.6	0.0	2L_RaGOO	35922	36617	700	C	HOBO	DNA/hAT-hobo	(2099)	917	218	27	1

###3936/6221	6.082	3.831	1.311	2L_RaGOO	36718	38264	1584	C	HOBO	DNA/hAT-hobo	(56)	2960	228	28/29	2	0.525
3936	9.6	7.2	2.5	2L_RaGOO	36718	37497	816	C	HOBO	DNA/hAT-hobo	(56)	2960	2145	28	1
6221	2.5	0.4	0.1	2L_RaGOO	37499	38264	768	C	HOBO	DNA/hAT-hobo	(2021)	995	228	29	1

###389/65050	6.973	0.396	0.594	2L_RaGOO	38366	47731	9346	+	TAHRE	LINE/I-Jockey	289	10413	(50)	30/30	2	0.893
389	14.6	0.0	0.0	2L_RaGOO	38366	38454	89	+	TAHRE	LINE/I-Jockey	289	377	(10086)	30	1
65050	6.9	0.4	0.6	2L_RaGOO	38454	47731	9257	+	TAHRE	LINE/I-Jockey	1157	10413	(50)	30	1

###243	24.2	6.7	1.4	2L_RaGOO	76396	76529	141	+	IDEFIX_LTR	LTR/Gypsy	425	565	(29)	35	1	0.237

###526	5.8	0.0	18.0	2L_RaGOO	76559	76663	89	C	DNAREP1_DM	DNA/RC	(499)	95	7	36	1	0.150

###362	21.1	1.1	0.0	2L_RaGOO	82533	82622	91	C	DNAREP1_DM	DNA/RC	(503)	91	1	37	1	0.153

###1153	17.5	6.0	1.1	2L_RaGOO	93733	93981	261	+	DNAREP1_DM	DNA/RC	3	263	(331)	45	1	0.439

###319	24.2	21.6	0.5	2L_RaGOO	97097	97338	433	C	DNAREP1_DM	DNA/RC	(3)	591	159	46	1	0.729

###1683/489	17.295	4.142	2.356	2L_RaGOO	124715	125248	463	+	DNAREP1_DM	DNA/RC	43	505	(89)	59/60	2	0.779
1683	15.9	5.3	2.0	2L_RaGOO	124715	125093	391	+	DNAREP1_DM	DNA/RC	43	433	(161)	59	1
489	20.6	1.4	3.2	2L_RaGOO	125089	125248	237	+	DNAREP1_DM	DNA/RC	269	505	(89)	60	1

###4651	3.2	1.0	0.0	2L_RaGOO	128782	129373	598	+	BS2	LINE/I-Jockey	4120	4717	(4)	61	1	0.127

###1777	10.0	17.2	0.8	2L_RaGOO	180928	181388	594	+	DNAREP1_DM	DNA/RC	1	594	(0)	74	1	1.000

###551	9.1	1.1	1.1	2L_RaGOO	187955	188043	89	C	QUASIMODO2-LTR_DM	LTR/Gypsy	(276)	222	134	75	1	0.179

###351/250	20.111	13.096	4.588	2L_RaGOO	237259	237456	215	+	DNAREP1_DM	DNA/RC	2	570	(24)	95/96	2	0.362
351	22.3	15.7	5.5	2L_RaGOO	237259	237424	182	+	DNAREP1_DM	DNA/RC	2	183	(411)	95	1
250	9.1	0.0	0.0	2L_RaGOO	237424	237456	33	+	DNAREP1_DM	DNA/RC	538	570	(24)	96	1

###239	16.7	0.0	0.0	2L_RaGOO	238475	238510	36	C	DNAREP1_DM	DNA/RC	(404)	190	155	97	1	0.061

###837	4.4	0.0	1.8	2L_RaGOO	241126	241241	114	C	I_DM	LINE/I	(9)	5365	5252	101	1	0.021

###808/263	17.284	10.556	2.131	2L_RaGOO	242913	243212	288	+	DNAREP1_DM	DNA/RC	2	594	(0)	102/102	2	0.485
808	18.8	8.3	2.6	2L_RaGOO	242913	243130	230	+	DNAREP1_DM	DNA/RC	2	231	(363)	102	1
263	10.4	20.8	0.0	2L_RaGOO	243165	243212	58	+	DNAREP1_DM	DNA/RC	537	594	(0)	102	1

###1353	9.6	9.7	0.3	2L_RaGOO	244451	244726	382	+	DNAREP1_DM	DNA/RC	1	382	(212)	103	1	0.643

###239	19.3	0.0	0.0	2L_RaGOO	279695	279751	57	C	ROO_I	LTR/Pao	(7560)	696	640	115	1	0.006

###431	17.9	0.0	0.0	2L_RaGOO	291742	291819	78	C	DNAREP1_DM	DNA/RC	(515)	79	2	123	1	0.131

###237	13.5	0.0	0.0	2L_RaGOO	304138	304174	37	C	ROO_I	LTR/Pao	(7545)	711	675	133	1	0.004

###232	16.0	0.0	16.7	2L_RaGOO	306118	306222	90	C	ROO_I	LTR/Pao	(7527)	729	640	133	1	0.010

###8608	5.6	0.5	0.4	2L_RaGOO	372391	373898	3016	C	HOBO	DNA/hAT-hobo	(0)	3016	1	174	1	1.000

###400	22.6	4.3	0.0	2L_RaGOO	505856	505948	97	C	DNAREP1_DM	DNA/RC	(383)	211	115	256	1	0.163

###310	16.7	2.5	3.8	2L_RaGOO	511390	511470	80	+	ROO_I	LTR/Pao	647	726	(7530)	258	1	0.009

###282/250	20.508	0.000	0.908	2L_RaGOO	687610	687837	112	C	DNAREP1_DM	DNA/RC	(0)	594	1	392/392	2	0.189
282	19.6	0.0	0.0	2L_RaGOO	687610	687665	56	C	DNAREP1_DM	DNA/RC	(0)	594	539	392	1
250	21.4	0.0	1.8	2L_RaGOO	687781	687837	56	C	DNAREP1_DM	DNA/RC	(538)	56	1	392	1

###3984/8383/48734/48734/3989	2.037	0.867	0.306	2L_RaGOO	833659	841384	7694	C	ROO_LTR	LTR/Pao	NA	NA	NA	483/483/483/483/483	5	0.844
3984	0.2	0.0	0.0	2L_RaGOO	833659	834086	428	C	ROO_LTR	LTR/Pao	(0)	428	1	483	1
8383	0.2	0.2	0.0	2L_RaGOO	834087	835030	946	C	ROO_I	LTR/Pao	(0)	8256	7311	483	1
48734	2.6	1.1	0.4	2L_RaGOO	835022	840190	5197	C	ROO_I	LTR/Pao	(2363)	5893	697	483	1
48734	2.6	1.1	0.4	2L_RaGOO	840277	840956	695	C	ROO_I	LTR/Pao	(7560)	696	2	483	1
3989	0.2	0.0	0.0	2L_RaGOO	840957	841384	428	C	ROO_LTR	LTR/Pao	(0)	428	1	483	1

###3115/55215/3154	0.800	0.195	0.481	2L_RaGOO	1126248	1133534	7938	+	MDG1_LTR	LTR/Gypsy	NA	NA	NA	698/698/700	3	1.061
3115	0.8	0.3	0.3	2L_RaGOO	1126248	1126603	356	+	MDG1_LTR	LTR/Gypsy	87	442	(0)	698	1
55215	0.8	0.2	0.5	2L_RaGOO	1126604	1133091	7226	+	MDG1_I	LTR/Gypsy	1	7226	(170)	698	1
3154	0.8	0.0	0.3	2L_RaGOO	1133178	1133534	356	+	MDG1_LTR	LTR/Gypsy	87	442	(0)	700	1

###257	19.6	0.0	1.8	2L_RaGOO	1187798	1187854	56	C	DNAREP1_DM	DNA/RC	(538)	56	1	743	1	0.094

###9034	20.2	1.4	3.0	2L_RaGOO	1444418	1448277	4722	+	FW2_DM	LINE/I-Jockey	19	4740	(0)	900	1	1.192

###279	22.7	0.0	0.8	2L_RaGOO	1536852	1536938	96	C	ROO_I	LTR/Pao	(7525)	731	636	961	1	0.011

###377	21.6	0.0	6.4	2L_RaGOO	1537349	1537503	105	C	ROO_I	LTR/Pao	(7513)	743	639	961	1	0.012

###4022/66445/5606/4022	1.121	0.677	0.000	2L_RaGOO	1554051	1563114	9026	C	ROO_LTR	LTR/Pao	NA	NA	NA	967/967/967/967	4	0.991
4022	0.0	0.0	0.0	2L_RaGOO	1554051	1554478	428	C	ROO_LTR	LTR/Pao	(0)	428	1	967	1
66445	1.3	0.6	0.0	2L_RaGOO	1554479	1561966	7530	C	ROO_I	LTR/Pao	(0)	8256	727	967	1
5606	0.5	2.5	0.0	2L_RaGOO	1562053	1562686	640	C	ROO_I	LTR/Pao	(7615)	641	2	967	1
4022	0.0	0.0	0.0	2L_RaGOO	1562687	1563114	428	C	ROO_LTR	LTR/Pao	(0)	428	1	967	1

###12458	3.0	0.1	0.0	2L_RaGOO	1625948	1627478	1533	+	I_DM	LINE/I	3842	5374	(0)	1003	1	0.285

###4434	1.2	2.3	0.9	2L_RaGOO	1825562	1826127	574	+	IDEFIX_LTR	LTR/Gypsy	21	594	(0)	1159	1	0.966

###45900/4266	1.471	0.257	0.552	2L_RaGOO	1826802	1833031	6211	+	IDEFIX_I	LTR/Gypsy	NA	NA	NA	1160/1160	2	0.911
45900	1.5	0.0	0.2	2L_RaGOO	1826802	1832438	5626	+	IDEFIX_I	LTR/Gypsy	1	5626	(2)	1160	1
4266	1.2	2.7	3.9	2L_RaGOO	1832440	1833031	585	+	IDEFIX_LTR	LTR/Gypsy	1	585	(9)	1160	1

###1064	2.3	0.0	0.0	2L_RaGOO	1957044	1957171	128	C	BS	LINE/I-Jockey	(0)	5126	4999	1238	1	0.025

###8603	5.7	0.3	0.4	2L_RaGOO	2112298	2113807	3016	C	HOBO	DNA/hAT-hobo	(0)	3016	1	1333	1	1.000

###331	21.1	1.2	0.0	2L_RaGOO	2130828	2130929	106	C	ROO_I	LTR/Pao	(7510)	746	641	1347	1	0.012

###2756/2756/60007/3652	0.087	0.141	1.129	2L_RaGOO	2148055	2155527	7383	C	BLOOD_LTR	LTR/Gypsy	NA	NA	NA	1366/1366/1366/1366	4	0.996
2756	1.4	0.0	16.8	2L_RaGOO	2148055	2148323	206	C	BLOOD_LTR	LTR/Gypsy	(24)	375	170	1366	1
2756	1.4	0.0	16.8	2L_RaGOO	2148350	2148517	168	C	BLOOD_LTR	LTR/Gypsy	(230)	169	2	1366	1
60007	0.0	0.1	0.1	2L_RaGOO	2148518	2155135	6613	C	BLOOD_I	LTR/Gypsy	(0)	6613	1	1366	1
3652	0.0	1.0	0.0	2L_RaGOO	2155136	2155527	396	C	BLOOD_LTR	LTR/Gypsy	(0)	399	4	1366	1

###294	20.4	0.0	9.6	2L_RaGOO	2185036	2185138	94	C	ROO_I	LTR/Pao	(7523)	733	640	1379	1	0.010

###3995/66881/66881/2958	1.279	0.387	3.695	2L_RaGOO	2211041	2220159	8995	C	ROO_LTR	LTR/Pao	NA	NA	NA	1412/1412/1412/1412	4	0.987
3995	0.0	0.0	0.0	2L_RaGOO	2211041	2211465	425	C	ROO_LTR	LTR/Pao	(3)	425	1	1412	1
66881	1.3	0.2	0.1	2L_RaGOO	2211466	2218991	7530	C	ROO_I	LTR/Pao	(0)	8256	727	1412	1
66881	2.3	2.6	42.6	2L_RaGOO	2219081	2219845	726	C	ROO_I	LTR/Pao	(7530)	726	1	1412	1
2958	0.0	0.0	0.0	2L_RaGOO	2219846	2220159	314	C	ROO_LTR	LTR/Pao	(0)	428	115	1412	1

###3075/41511/3075	0.038	0.000	0.087	2L_RaGOO	2221225	2226474	5250	C	TRANSPAC_LTR	LTR/Gypsy	NA	NA	NA	1414/1414/1414	3	1.000
3075	0.3	0.0	0.0	2L_RaGOO	2221225	2221554	330	C	TRANSPAC_LTR	LTR/Gypsy	(0)	330	1	1414	1
41511	0.0	0.0	0.1	2L_RaGOO	2221554	2226144	4590	C	TRANSPAC_I	LTR/Gypsy	(0)	4590	1	1414	1
3075	0.3	0.0	0.0	2L_RaGOO	2226145	2226474	330	C	TRANSPAC_LTR	LTR/Gypsy	(0)	330	1	1414	1

###283	20.8	0.0	1.4	2L_RaGOO	2306678	2306750	72	+	ROO_I	LTR/Pao	667	738	(7518)	1439	1	0.008

###241	12.1	2.0	10.6	2L_RaGOO	2462419	2462520	94	C	ROO_I	LTR/Pao	(7522)	734	641	1530	1	0.010

###324	22.1	1.9	3.8	2L_RaGOO	2565377	2565484	119	+	ROO_I	LTR/Pao	641	759	(7497)	1627	1	0.013

###242	19.0	5.8	2.2	2L_RaGOO	2565539	2565624	89	+	ROO_I	LTR/Pao	644	732	(7524)	1627	1	0.010

###4168/8165	5.044	0.138	0.343	2L_RaGOO	2751039	2752553	1513	C	HOBO	DNA/hAT-hobo	(0)	3016	1	1762/1763	2	0.502
4168	8.2	0.2	0.9	2L_RaGOO	2751039	2751616	574	C	HOBO	DNA/hAT-hobo	(0)	3016	2443	1762	1
8165	3.1	0.1	0.0	2L_RaGOO	2751616	2752553	939	C	HOBO	DNA/hAT-hobo	(2077)	939	1	1763	1

###262	23.7	0.0	2.6	2L_RaGOO	2937593	2937670	76	+	ROO_I	LTR/Pao	643	718	(7538)	1922	1	0.008

###19299	0.1	0.0	0.3	2L_RaGOO	2955877	2958004	2121	C	POGO	DNA/TcMar-Pogo	(0)	2121	1	1950	1	1.000

###254	19.0	3.1	3.3	2L_RaGOO	2968164	2968292	111	+	ROO_I	LTR/Pao	641	751	(7505)	1968	1	0.012

###311/464	10.830	0.000	3.405	2L_RaGOO	3026906	3027035	122	+	DNAREP1_DM	DNA/RC	3	593	(1)	2013/2013	2	0.205
311	14.8	0.0	6.6	2L_RaGOO	3026906	3026970	61	+	DNAREP1_DM	DNA/RC	3	63	(531)	2013	1
464	6.6	0.0	0.0	2L_RaGOO	3026975	3027035	61	+	DNAREP1_DM	DNA/RC	533	593	(1)	2013	1

###4345	0.6	0.4	0.6	2L_RaGOO	3096440	3096922	482	+	DM412	LTR/Gypsy	1	482	(89)	2037	1	0.063

###5157	0.9	0.2	0.2	2L_RaGOO	3096923	3097499	577	+	DM412	LTR/Gypsy	1	577	(5900)	2038	1	0.076

###53206/4373	0.215	0.122	0.200	2L_RaGOO	3097494	3103948	6450	+	DM412	LTR/Gypsy	NA	NA	NA	2037/2039	2	0.847
53206	0.2	0.1	0.2	2L_RaGOO	3097494	3103467	5968	+	DM412	LTR/Gypsy	510	6477	(0)	2037	1
4373	0.4	0.4	0.2	2L_RaGOO	3103468	3103948	482	+	DM412B_LTR	LTR/Gypsy	1	482	(89)	2039	1

###45595	0.4	0.0	0.0	2L_RaGOO	3156645	3161540	4896	C	LINEJ1_DM	LINE/I-Jockey	(13)	5006	111	2074	1	0.975

###300	2.9	0.0	0.0	2L_RaGOO	3199598	3199632	35	C	PROTOP_B	DNA/P	(614)	539	505	2094	1	0.030

###741	2.2	0.0	0.0	2L_RaGOO	3202985	3203074	90	C	IVK_DM	LINE/I	(1)	5401	5312	2095	1	0.017

###269	19.1	0.0	0.0	2L_RaGOO	3210444	3210490	47	C	DNAREP1_DM	DNA/RC	(536)	58	12	2102	1	0.079

###3706/60229/3150/921	0.014	0.116	0.130	2L_RaGOO	3268611	3276063	7403	+	BLOOD_LTR	LTR/Gypsy	NA	NA	NA	2137/2137/2137/2137	4	0.999
3706	0.0	0.5	0.0	2L_RaGOO	3268611	3269007	399	+	BLOOD_LTR	LTR/Gypsy	1	399	(0)	2137	1
60229	0.0	0.1	0.1	2L_RaGOO	3269008	3275622	6613	+	BLOOD_I	LTR/Gypsy	1	6613	(0)	2137	1
3150	0.3	0.0	0.9	2L_RaGOO	3275623	3275965	340	+	BLOOD_LTR	LTR/Gypsy	1	340	(59)	2137	1
921	0.0	0.0	0.0	2L_RaGOO	3275965	3276063	99	+	BLOOD_LTR	LTR/Gypsy	293	391	(8)	2137	1

###339	17.6	3.1	7.9	2L_RaGOO	3373218	3373342	132	C	ROO_I	LTR/Pao	(7510)	746	615	2180	1	0.014

###4793/44977/44977/4625	6.789	1.169	0.350	2L_RaGOO	3400786	3408481	7594	C	NOMAD_LTR	LTR/Gypsy	NA	NA	NA	2192/2192/2192/2192	4	0.998
4793	0.4	0.0	0.0	2L_RaGOO	3400786	3401303	518	C	NOMAD_LTR	LTR/Gypsy	(0)	518	1	2192	1
44977	7.8	1.2	0.1	2L_RaGOO	3401307	3402164	860	C	NOMAD_I	LTR/Gypsy	(4)	6568	5709	2192	1
44977	7.8	1.2	0.1	2L_RaGOO	3402206	3407844	5707	C	NOMAD_I	LTR/Gypsy	(864)	5708	2	2192	1
4625	1.6	1.8	3.2	2L_RaGOO	3407845	3408481	509	C	NOMAD_LTR	LTR/Gypsy	(0)	518	10	2192	1

###574	20.1	14.3	0.0	2L_RaGOO	3421488	3421641	176	+	DNAREP1_DM	DNA/RC	6	181	(413)	2200	1	0.296

###1639	8.2	18.7	0.1	2L_RaGOO	3489552	3489953	594	C	DNAREP1_DM	DNA/RC	(0)	594	1	2234	1	1.000

###319	21.1	1.0	3.1	2L_RaGOO	3524549	3524646	96	C	ROO_I	LTR/Pao	(7527)	729	634	2251	1	0.011

###266	22.7	2.6	1.3	2L_RaGOO	3573924	3573999	77	+	ROO_I	LTR/Pao	646	722	(7534)	2278	1	0.008

###323	20.4	3.4	0.0	2L_RaGOO	3632640	3632727	91	C	ROO_I	LTR/Pao	(7532)	724	634	2331	1	0.010

###342	18.8	2.9	0.0	2L_RaGOO	3679361	3679429	71	+	DNAREP1_DM	DNA/RC	12	82	(512)	2366	1	0.120

###240	10.3	0.0	0.0	2L_RaGOO	3773941	3773979	39	+	ROO_I	LTR/Pao	688	726	(7530)	2430	1	0.004

###667	13.8	12.2	0.0	2L_RaGOO	3895346	3895468	138	C	DNAREP1_DM	DNA/RC	(430)	164	27	2513	1	0.232

###375	29.9	4.1	1.8	2L_RaGOO	3969176	3969396	226	C	ACCORD2_I	LTR/Gypsy	(6460)	752	527	2574	1	0.030

###10928	24.7	1.8	3.4	2L_RaGOO	3970137	3974092	3894	C	MICROPIA_I	LTR/Gypsy	(582)	3894	1	2577	1	0.717

###383	27.6	5.4	3.1	2L_RaGOO	3974129	3974349	226	C	ACCORD2_I	LTR/Gypsy	(6460)	752	527	2578	1	0.030

###414	10.0	0.0	0.0	2L_RaGOO	4022830	4022889	60	+	DNAREP1_DM	DNA/RC	535	594	(0)	2618	1	0.101

###782/560	10.312	6.556	0.000	2L_RaGOO	4059121	4059356	227	+	DNAREP1_DM	DNA/RC	1	594	(0)	2648/2648	2	0.382
782	10.5	10.5	0.0	2L_RaGOO	4059121	4059253	147	+	DNAREP1_DM	DNA/RC	1	147	(447)	2648	1
560	10.0	0.0	0.0	2L_RaGOO	4059277	4059356	80	+	DNAREP1_DM	DNA/RC	515	594	(0)	2648	1

###8933	20.3	3.6	3.5	2L_RaGOO	4177642	4182314	4739	+	FW2_DM	LINE/I-Jockey	2	4740	(0)	2760	1	1.196

###21526/3066	0.196	0.086	0.383	2L_RaGOO	4191513	4194179	2663	+	LINEJ1_DM	LINE/I-Jockey	6	5019	(0)	2772/2772	2	0.531
21526	0.1	0.1	0.0	2L_RaGOO	4191513	4193818	2308	+	LINEJ1_DM	LINE/I-Jockey	6	2313	(2706)	2772	1
3066	0.8	0.0	2.8	2L_RaGOO	4193815	4194179	355	+	LINEJ1_DM	LINE/I-Jockey	4665	5019	(0)	2772	1

###261	13.7	5.8	1.9	2L_RaGOO	4214299	4214350	54	+	FB4_DM	DNA/TcMar-Tc1	1	54	(4035)	2793	1	0.013

###3547/41396/6454/3517	0.323	0.280	0.367	2L_RaGOO	4310346	4316635	6284	+	DM297_LTR	LTR/Gypsy	NA	NA	NA	2860/2860/2860/2860	4	0.898
3547	1.5	0.5	0.5	2L_RaGOO	4310346	4310759	414	+	DM297_LTR	LTR/Gypsy	1	414	(0)	2860	1
41396	0.1	0.1	0.2	2L_RaGOO	4310760	4315423	4658	+	DM297_I	LTR/Gypsy	1	4658	(1509)	2860	1
6454	0.4	1.1	1.1	2L_RaGOO	4315423	4316220	798	+	DM297_I	LTR/Gypsy	5370	6167	(0)	2860	1
3517	1.5	0.5	0.7	2L_RaGOO	4316221	4316635	414	+	DM297_LTR	LTR/Gypsy	1	414	(0)	2860	1

###237	11.1	0.0	0.0	2L_RaGOO	4444299	4444334	36	C	Gypsy11_I	LTR/Gypsy	(2964)	560	525	2946	1	0.008

###2489/10996/7349/2489	0.000	0.095	0.180	2L_RaGOO	4499214	4501787	2572	C	BURDOCK_LTR	LTR/Gypsy	NA	NA	NA	2986/2986/2986/2986	4	0.401
2489	0.0	0.0	0.4	2L_RaGOO	4499214	4499489	275	C	BURDOCK_LTR	LTR/Gypsy	(0)	275	1	2986	1
10996	0.0	0.2	0.2	2L_RaGOO	4499491	4500700	1210	C	BURDOCK_I	LTR/Gypsy	(0)	5860	4651	2986	1
7349	0.0	0.0	0.0	2L_RaGOO	4500700	4501511	812	C	BURDOCK_I	LTR/Gypsy	(5048)	812	1	2986	1
2489	0.0	0.0	0.4	2L_RaGOO	4501512	4501787	275	C	BURDOCK_LTR	LTR/Gypsy	(0)	275	1	2986	1

###228	17.2	4.5	2.2	2L_RaGOO	4727620	4727708	91	+	ROO_I	LTR/Pao	644	734	(7522)	3077	1	0.010

###367	14.9	2.6	2.6	2L_RaGOO	4787013	4787088	76	C	HOBO	DNA/hAT-hobo	(106)	2910	2835	3121	1	0.025

