Subclass	Superfamily	Family	Insertion	Counting	Reads	mean_subcov
LTR	Gypsy	NOMAD_LTR	NOMAD_LTR$2L_RaGOO$3400786$3408481	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cea9a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cea640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ceaa60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cea940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cea8e0>}	0.30422352176738143
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$3421488$3421641	0	set()	0.0
LTR	Unknown	XDMR_DM	XDMR_DM$2L_RaGOO$3429048$3429222	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$3489552$3489953	0	set()	0.0
LTR	Unknown	XDMR_DM	XDMR_DM$2L_RaGOO$3594913$3595080	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cfd580>}	1.0
LTR	Unknown	DMRP1	DMRP1$2L_RaGOO$3717520$3717689	0	set()	0.0
LTR	Unknown	DMRP1	DMRP1$2L_RaGOO$3879756$3879953	0	set()	0.0
LTR	Gypsy	ACCORD2_I	ACCORD2_I$2L_RaGOO$3969176$3969396	0	set()	0.0
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2L_RaGOO$3970137$3974092	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cea7c0>}	0.3461441213653603
LTR	Gypsy	ACCORD2_I	ACCORD2_I$2L_RaGOO$3974129$3974349	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$4059121$4059356	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$4177642$4182314	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2L_RaGOO$4191513$4194179	0	set()	0.0
LTR	Gypsy	DM297_LTR	DM297_LTR$2L_RaGOO$4310346$4316635	0	set()	0.0
LTR	Gypsy	BURDOCK_LTR	BURDOCK_LTR$2L_RaGOO$4499214$4501787	17	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cef880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ceaac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefc40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cead00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefe80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefa60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cef9a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefa00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefd60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cef940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefb20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cef040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefd00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefe20>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cefbe0>}	0.8315996433552045
DNA	TcMar-Tc1	S2_DM	S2_DM$2L_RaGOO$4991174$4991386	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cfc100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cfc1c0>}	0.45990566037735847
LINE	I-Jockey	TART_B1	TART_B1$2L_RaGOO$5202514$5202688	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$5335297$5335488	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$5336270$5336456	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$5719554$5721064	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2L_RaGOO$6107470$6107859	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2L_RaGOO$6107868$6108026	0	set()	0.0
LTR	Unknown	XDMR_DM	XDMR_DM$2L_RaGOO$6244446$6244606	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$6616329$6619107	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$7060967$7061251	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$7205010$7205387	0	set()	0.0
LTR	Pao	ROO_LTR	ROO_LTR$2L_RaGOO$7405225$7414219	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2L_RaGOO$7421969$7424642	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$7473566$7477314	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$7509800$7510099	0	set()	0.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$7643377$7644310	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$7688088$7688278	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$7955778$7956846	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$7956335$7958921	0	set()	0.0
LINE	I	I_DM	I_DM$2L_RaGOO$8443816$8449159	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ceb6a0>}	0.8448437207561296
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$8465431$8466942	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$2L_RaGOO$8726783$8726938	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$8744111$8745616	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$8761370$8765566	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$8907233$8907391	0	set()	0.0
LTR	Gypsy	MDG1_LTR	MDG1_LTR$2L_RaGOO$8910817$8918078	0	set()	0.0
LINE	I-Jockey	DOC6_DM	DOC6_DM$2L_RaGOO$8926966$8931176	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cebbe0>}	0.3356294536817102
LTR	Gypsy	TRANSPAC_LTR	TRANSPAC_LTR$2L_RaGOO$8985200$8990448	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ceb3a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ceb760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ceb7c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ceb8e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ceb880>}	0.4387957317073171
LTR	Copia	Copia_LTR	Copia_LTR$2L_RaGOO$9004503$9009641	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cebca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ceb460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ce9340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cef220>}	0.908524717789023
LINE	R1	DMRT1A	DMRT1A$2L_RaGOO$9115049$9117321	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$9270332$9271838	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$9280097$9280335	0	set()	0.0
LINE	I-Jockey	DOC	DOC$2L_RaGOO$9310102$9314822	0	set()	0.0
LTR	Gypsy	MDG3_LTR	MDG3_LTR$2L_RaGOO$9410285$9415840	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf0280>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$9467255$9467457	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$9582201$9584579	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$9705894$9709197	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$9744690$9744847	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$9745177$9745373	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$9751584$9751831	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2L_RaGOO$9816960$9821982	0	set()	0.0
LTR	Pao	ROO_LTR	ROO_LTR$2L_RaGOO$9909301$9918711	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$9912611$9913370	0	set()	0.0
LTR	Pao	ROO_LTR	ROO_LTR$2L_RaGOO$9918712$9919139	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$10011824$10012023	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2L_RaGOO$10017466$10022479	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf0ac0>}	0.8360263315380012
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$10097846$10102523	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$10105910$10106142	0	set()	0.0
LINE	R1	DMRT1B	DMRT1B$2L_RaGOO$10125034$10130138	0	set()	0.0
LINE	I-Jockey	DOC	DOC$2L_RaGOO$10374119$10376385	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf1760>}	0.8923212709620476
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$10385196$10385374	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$10890237$10891744	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$10941726$10942008	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf03a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf0f40>}	0.8723404255319149
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$11111866$11112159	0	set()	0.0
LINE	I-Jockey	DOC	DOC$2L_RaGOO$11197822$11200584	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf72e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf7280>}	0.1663649529326575
LINE	I	I_DM	I_DM$2L_RaGOO$11812768$11818140	0	set()	0.0
LINE	I-Jockey	TART_B1	TART_B1$2L_RaGOO$11928093$11928246	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf0160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf6040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf2640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf7700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf1ac0>}	0.9071895424836601
LINE	I-Jockey	TART_B1	TART_B1$2L_RaGOO$11931931$11932156	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735650160>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cf3760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cfbca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cfa580>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$12123484$12123686	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$12458755$12461676	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$12659610$12659832	0	set()	0.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$12921336$12921496	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$13071521$13071711	0	set()	0.0
LINE	I-Jockey	BS	BS$2L_RaGOO$13127500$13129828	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$13158196$13158415	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$13195368$13195715	6	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873563fa00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f880>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563fa60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f9a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f8e0>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$13220661$13220931	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$13366105$13366293	0	set()	0.0
LTR	Gypsy	NOMAD_LTR	NOMAD_LTR$2L_RaGOO$13384378$13391980	11	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f100>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f2e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f3a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563fca0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f0a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563fc40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563ef40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f040>}	0.2526368658965344
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$13428801$13430992	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$13430840$13433045	0	set()	0.0
LTR	Gypsy	ACCORD2_I	ACCORD2_I$2L_RaGOO$13442032$13442256	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f640>}	0.19196428571428573
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2L_RaGOO$13442293$13446246	0	set()	0.0
LTR	Gypsy	ACCORD2_I	ACCORD2_I$2L_RaGOO$13446975$13447196	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$13594663$13598929	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$13598929$13599337	0	set()	0.0
DNA	CMC-Transib	M4DM	M4DM$2L_RaGOO$13606051$13607480	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2L_RaGOO$13658359$13658551	0	set()	0.0
LTR	Copia	Copia_LTR	Copia_LTR$2L_RaGOO$13770083$13775227	8	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f820>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563efa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f7c0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cebe80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563ed00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563f5e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873563fac0>}	0.8938326205287714
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14247078$14247339	0	set()	0.0
DNA	TcMar-Pogo	POGO	POGO$2L_RaGOO$14260359$14261043	0	set()	0.0
DNA	TcMar-Pogo	POGO	POGO$2L_RaGOO$14343785$14344726	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735cfc160>}	1.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2L_RaGOO$14486763$14487102	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735ceadc0>}	0.7138643067846607
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14597184$14597542	3	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f8735640040>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f87356400a0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f8735640700>}	0.9720670391061453
LINE	I	IVK_DM	IVK_DM$2L_RaGOO$14609439$14614803	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14739531$14739747	0	set()	0.0
