Subclass	Superfamily	Family	Insertion	Counting	Reads	mean_subcov
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2L_RaGOO$7421969$7424642	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$7473566$7477314	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$7509800$7510099	0	set()	0.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$7643377$7644310	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$7688088$7688278	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$7955778$7956846	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$7956335$7958921	0	set()	0.0
LINE	I	I_DM	I_DM$2L_RaGOO$8443816$8449159	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f87356dea60>}	0.10574583567284297
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$8465431$8466942	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f87356de040>}	0.6532097948378557
LINE	I-Jockey	G4_DM	G4_DM$2L_RaGOO$8726783$8726938	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$8744111$8745616	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$8761370$8765566	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$8907233$8907391	0	set()	0.0
LTR	Gypsy	MDG1_LTR	MDG1_LTR$2L_RaGOO$8910817$8918078	0	set()	0.0
LINE	I-Jockey	DOC6_DM	DOC6_DM$2L_RaGOO$8926966$8931176	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f87356dedc0>}	0.30213776722090263
LTR	Gypsy	TRANSPAC_LTR	TRANSPAC_LTR$2L_RaGOO$8985200$8990448	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f87356de3a0>}	0.8927210365853658
LTR	Copia	Copia_LTR	Copia_LTR$2L_RaGOO$9004503$9009641	4	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f87356deb80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f87356deee0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f87356de700>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f87356de0a0>}	0.7422148695990658
LINE	R1	DMRT1A	DMRT1A$2L_RaGOO$9115049$9117321	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$9270332$9271838	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$9280097$9280335	0	set()	0.0
LINE	I-Jockey	DOC	DOC$2L_RaGOO$9310102$9314822	0	set()	0.0
LTR	Gypsy	MDG3_LTR	MDG3_LTR$2L_RaGOO$9410285$9415840	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$9467255$9467457	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$9582201$9584579	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$9705894$9709197	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$9744690$9744847	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$9745177$9745373	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$9751584$9751831	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2L_RaGOO$9816960$9821982	0	set()	0.0
LTR	Pao	ROO_LTR	ROO_LTR$2L_RaGOO$9909301$9918711	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$9912611$9913370	0	set()	0.0
LTR	Pao	ROO_LTR	ROO_LTR$2L_RaGOO$9918712$9919139	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$10011824$10012023	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2L_RaGOO$10017466$10022479	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$10097846$10102523	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$10105910$10106142	0	set()	0.0
LINE	R1	DMRT1B	DMRT1B$2L_RaGOO$10125034$10130138	0	set()	0.0
LINE	I-Jockey	DOC	DOC$2L_RaGOO$10374119$10376385	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$10385196$10385374	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873c76d2e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873c783c40>}	1.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$10890237$10891744	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$10941726$10942008	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$11111866$11112159	0	set()	0.0
LINE	I-Jockey	DOC	DOC$2L_RaGOO$11197822$11200584	0	set()	0.0
LINE	I	I_DM	I_DM$2L_RaGOO$11812768$11818140	0	set()	0.0
LINE	I-Jockey	TART_B1	TART_B1$2L_RaGOO$11928093$11928246	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4ce220>}	1.0
LINE	I-Jockey	TART_B1	TART_B1$2L_RaGOO$11931931$11932156	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4d3d00>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4cfb80>}	1.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$12123484$12123686	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$12458755$12461676	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4ceb20>}	0.2615542622389593
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$12659610$12659832	0	set()	0.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$12921336$12921496	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$13071521$13071711	0	set()	0.0
LINE	I-Jockey	BS	BS$2L_RaGOO$13127500$13129828	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$13158196$13158415	0	set()	0.0
LTR	Pao	ROO_I	ROO_I$2L_RaGOO$13195368$13195715	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$13220661$13220931	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$13366105$13366293	0	set()	0.0
LTR	Gypsy	NOMAD_LTR	NOMAD_LTR$2L_RaGOO$13384378$13391980	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$13428801$13430992	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$13430840$13433045	0	set()	0.0
LTR	Gypsy	ACCORD2_I	ACCORD2_I$2L_RaGOO$13442032$13442256	1	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4cc880>}	0.12053571428571429
LTR	Gypsy	MICROPIA_I	MICROPIA_I$2L_RaGOO$13442293$13446246	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4cc940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f87356de6a0>}	0.2017455097394384
LTR	Gypsy	ACCORD2_I	ACCORD2_I$2L_RaGOO$13446975$13447196	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$13594663$13598929	0	set()	0.0
LINE	I-Jockey	FW2_DM	FW2_DM$2L_RaGOO$13598929$13599337	0	set()	0.0
DNA	CMC-Transib	M4DM	M4DM$2L_RaGOO$13606051$13607480	0	set()	0.0
DNA	TcMar-Tc1	S_DM	S_DM$2L_RaGOO$13658359$13658551	0	set()	0.0
LTR	Copia	Copia_LTR	Copia_LTR$2L_RaGOO$13770083$13775227	8	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4d32e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4ce8e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4d3220>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2f40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4ce520>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4d3580>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4cea60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4d3100>}	0.8043351477449456
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14247078$14247339	0	set()	0.0
DNA	TcMar-Pogo	POGO	POGO$2L_RaGOO$14260359$14261043	2	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2ee0>}	0.5036549707602339
DNA	TcMar-Pogo	POGO	POGO$2L_RaGOO$14343785$14344726	0	set()	0.0
LINE	I-Jockey	LINEJ1_DM	LINEJ1_DM$2L_RaGOO$14486763$14487102	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14597184$14597542	0	set()	0.0
LINE	I	IVK_DM	IVK_DM$2L_RaGOO$14609439$14614803	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14739531$14739747	0	set()	0.0
LTR	Copia	Copia_LTR	Copia_LTR$2L_RaGOO$14753817$14758950	16	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2be0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2280>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2d60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2760>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2c40>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2640>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2dc0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c25e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4cc5e0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2340>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2460>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2b80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c2940>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4c28e0>}	0.7608489187609584
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$14771906$14773300	0	set()	0.0
LTR	Pao	DIVER_LTR	DIVER_LTR$2L_RaGOO$14805095$14811207	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$14863972$14864145	0	set()	0.0
LINE	I-Jockey	BS	BS$2L_RaGOO$15001262$15001675	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$15385182$15385466	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$15689851$15690046	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$15718698$15719104	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$15973941$15974102	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$16261908$16262096	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$16454506$16455077	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$16492503$16492789	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$16617529$16617791	0	set()	0.0
LINE	I-Jockey	DOC4_DM	DOC4_DM$2L_RaGOO$16629887$16632082	0	set()	0.0
LINE	I-Jockey	DOC4_DM	DOC4_DM$2L_RaGOO$16629899$16631864	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$16633671$16635014	0	set()	0.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$16634207$16634812	0	set()	0.0
DNA	TcMar-Pogo	POGON1	POGON1$2L_RaGOO$16749831$16750013	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$16941190$16941591	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$16945828$16946102	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17040146$17040337	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17117779$17118105	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17213998$17214233	0	set()	0.0
DNA	CMC-Transib	Transib-N1_DM	Transib-N1_DM$2L_RaGOO$17306477$17306833	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17323287$17323654	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17667078$17667369	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17714927$17715395	5	{<pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4a8a60>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4a8ac0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4a8fa0>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4a8e80>, <pysam.libcalignedsegment.AlignedSegment object at 0x7f873f4a8f40>}	0.6333333333333333
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17752980$17753454	0	set()	0.0
LINE	R1	R1_DM	R1_DM$2L_RaGOO$17786626$17786841	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17843505$17843667	0	set()	0.0
DNA	TcMar-Tc1	TC1_DM	TC1_DM$2L_RaGOO$17845818$17846416	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$17891413$17891979	0	set()	0.0
LTR	Unknown	DMRP1	DMRP1$2L_RaGOO$17988191$17988365	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18171515$18171810	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18201347$18201526	0	set()	0.0
DNA	TcMar-Tc1	FB4_DM	FB4_DM$2L_RaGOO$18297955$18299734	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18341393$18341700	0	set()	0.0
LTR	Gypsy	Gypsy6A_LTR	Gypsy6A_LTR$2L_RaGOO$18412957$18413236	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18515505$18515971	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18576468$18576801	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18697477$18697650	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18721387$18721710	0	set()	0.0
DNA	CMC-Transib	M4DM	M4DM$2L_RaGOO$18746016$18746439	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18746440$18746768	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18799850$18800296	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$18800361$18800529	0	set()	0.0
LINE	I-Jockey	BS	BS$2L_RaGOO$19068563$19068924	0	set()	0.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$19104501$19105027	0	set()	0.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$19105115$19105454	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19113368$19113536	0	set()	0.0
LINE	I-Jockey	G2_DM	G2_DM$2L_RaGOO$19163702$19164329	0	set()	0.0
LINE	CR1	DMCR1A	DMCR1A$2L_RaGOO$19211755$19212361	0	set()	0.0
LTR	Unknown	DMRP1	DMRP1$2L_RaGOO$19319728$19320019	0	set()	0.0
DNA	hAT-hobo	HOBO	HOBO$2L_RaGOO$19366305$19368175	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19372244$19372589	0	set()	0.0
DNA	P	PROTOP	PROTOP$2L_RaGOO$19412800$19416205	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19490273$19490571	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19491430$19491593	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19492347$19492517	0	set()	0.0
LINE	I-Jockey	G4_DM	G4_DM$2L_RaGOO$19493235$19493953	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19694939$19695146	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19696298$19696826	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19715394$19715787	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19738875$19739034	0	set()	0.0
DNA	RC	DNAREP1_DM	DNAREP1_DM$2L_RaGOO$19769628$19769961	0	set()	0.0
LINE	I-Jockey	G_DM	G_DM$2L_RaGOO$19775335$19775827	0	set()	0.0
LINE	I-Jockey	G6_DM	G6_DM$2L_RaGOO$19775873$19776865	0	set()	0.0
LINE	I-Jockey	BS2	BS2$2L_RaGOO$19777442$19780253	0	set()	0.0
LINE	I-Jockey	BS	BS$2L_RaGOO$19780360$19781364	0	set()	0.0
LINE	I-Jockey	G2_DM	G2_DM$2L_RaGOO$19781384$19781871	0	set()	0.0
LINE	I-Jockey	G2_DM	G2_DM$2L_RaGOO$19781868$19782567	0	set()	0.0
