TE_ID	Gene_ID	Read_ID	Nb_of_aligned_bp_on_TE	Chrom	Start	End
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	965f2713-dbbd-45e7-9ef1-8ce457021d00	152	2L_RaGOO	1536544	1538387
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	df1f588c-9951-4cd6-8e2f-df84008cd9bf	148	2L_RaGOO	1536544	1538381
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	a564e879-df0f-40fb-9991-4d3d235c3cb3	146	2L_RaGOO	1536588	1538129
DNAREP1_DM$2L_RaGOO$21636818$21637395	FBgn0261802	58948148-2ef4-4c4d-8e92-8f9252742912	279	2L_RaGOO	21636055	21637103
DNAREP1_DM$2R_RaGOO$23906475$23907246	FBgn0050429	d6fe3642-ceaf-4647-9648-c2f53deb1caf	14	2R_RaGOO	23902188	23907079
S2_DM$2L_RaGOO$4991174$4991386	FBgn0031659	4454920f-62ab-4c3e-ae61-3159748e26fe	153	2L_RaGOO	4989158	4991332
I_DM$X_RaGOO$20330703$20336075	FBgn0031134	0c422553-7820-45c0-84aa-5c5ede98afdc	117	X_RaGOO	20327856	20332676
DM176_LTR$3L_RaGOO$20033243$20040251	FBgn0036969	c94c570a-1119-46d2-af3e-4a8381b0a7e3	19	3L_RaGOO	20026757	20038458
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	6c9d92cb-4520-42ca-a366-632d32117932	154	2L_RaGOO	1536540	1538337
DNAREP1_DM$3R_RaGOO$3875559$3876019	FBgn0086605	8e630388-4b4d-40eb-95b5-d20292a124ad	26	3R_RaGOO	3872086	3875590
DNAREP1_DM$3R_RaGOO$3875559$3876019	FBgn0037244	8e630388-4b4d-40eb-95b5-d20292a124ad	26	3R_RaGOO	3872086	3875590
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	d5c63101-f36c-490c-bcac-30c71aac2236	151	2L_RaGOO	1536565	1538346
DNAREP1_DM$3L_RaGOO$20907028$20907410	FBgn0037057	e08abb09-9bbd-4f03-b450-11091956481e	118	3L_RaGOO	20907292	20908361
DOC$3R_RaGOO$24532793$24537308	FBgn0045761	25aaa8d5-afc5-4289-82c1-2eb72f029756	175	3R_RaGOO	24531539	24532977
PROTOP_B$3L_RaGOO$22363105$22363621	FBgn0016034	bec684ff-5eeb-4fed-be4d-bc0deba321f4	51	3L_RaGOO	22362095	22363156
PROTOP_B$3L_RaGOO$22363105$22363621	FBgn0037183	bec684ff-5eeb-4fed-be4d-bc0deba321f4	51	3L_RaGOO	22362095	22363156
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	a3097209-8596-4256-84c2-f48f45dba66a	149	2L_RaGOO	1536570	1538387
DNAREP1_DM$3R_RaGOO$19536671$19536947	FBgn0038789	668ea62c-1790-4f9e-8547-56dd1c6a24cb	259	3R_RaGOO	19536464	19537021
DNAREP1_DM$3L_RaGOO$23694934$23695637	FBgn0058470	fa2b7ec0-3523-4df4-a232-f5796fb07e51	91	3L_RaGOO	23694046	23695030
ROOA_LTR$3L_RaGOO$23694979$23695331	FBgn0058470	fa2b7ec0-3523-4df4-a232-f5796fb07e51	49	3L_RaGOO	23694046	23695030
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	b6130835-51c4-48ea-9eff-a3be8ae3fcee	146	2L_RaGOO	1536565	1538315
DNAREP1_DM$2R_RaGOO$4234578$4234940	FBgn0033015	9d1423b9-9fdf-4b1f-aa24-f9839deb294e	54	2R_RaGOO	4234882	4235629
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	4871307e-74c2-437a-9c82-6fbfca703c9e	218	2L_RaGOO	11931703	11933109
DMRT1C$2L_RaGOO$20262641$20264263	FBgn0051680	c982657c-fb0b-4a7e-9316-18c541dbcea3	188	2L_RaGOO	20262723	20266532
NOMAD_I$3R_RaGOO$3234768$3235032	FBgn0086378	169abad6-7ae9-4a2e-9f9e-e38e1cececb6	256	3R_RaGOO	3234547	3236562
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	26997ae0-89fe-4944-9b48-054c2de14cf4	149	2L_RaGOO	1536544	1538349
DNAREP1_DM$2L_RaGOO$20881393$20881695	FBgn0032938	73c99d96-e562-4695-929f-c8158e6fa8e1	137	2L_RaGOO	20881553	20882301
DNAREP1_DM$2L_RaGOO$22149569$22149941	FBgn0040011	971aced6-a5f4-4bce-b2a4-7ef72f0f22f7	21	2L_RaGOO	22044843	22149658
QUASIMODO_LTR$2R_RaGOO$19975238$19982609	FBgn0050393	ecd9752b-2d1c-4285-ba5f-0a40d47ff7b3	19	2R_RaGOO	19982589	19983788
ROO_I$2R_RaGOO$16878302$16878627	FBgn0266380	85f6cec2-11f1-44ae-959c-df16328167b8	322	2R_RaGOO	16862175	16881697
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	7646fd9f-b4a8-4c6e-b195-0d7eac1eb438	218	2L_RaGOO	11931697	11933081
DNAREP1_DM$3R_RaGOO$3976810$3976994	FBgn0085454	7c7afe7b-93ae-4946-ae6f-931776992372	74	3R_RaGOO	3974915	3976884
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	777152b9-5796-4bbc-9316-09297219ce2b	147	2L_RaGOO	1536573	1538337
Stalker2_LTR$2R_RaGOO$15238139$15244515	FBgn0285943	7e17d0c9-3552-418f-82ca-1b107930acb7	55	2R_RaGOO	15243914	15275656
DNAREP1_DM$3R_RaGOO$3804446$3804665	FBgn0037234	f62a8251-2a9d-4aaa-968d-5edf89b725e2	177	3R_RaGOO	3804480	3807442
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	af621533-cef8-4154-a03f-1cf6d35b1f79	218	2L_RaGOO	11931733	11933109
HOBO$3R_RaGOO$6508744$6509183	FBgn0003884	971c5503-77b2-4f09-b1a9-556f5a3379b2	18	3R_RaGOO	6504181	6508777
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	0f449523-5794-4814-a0cb-22888798cb0d	148	2L_RaGOO	1536574	1538346
DIVER2_I$2R_RaGOO$3973922$3976557	FBgn0058178	e7b95d1c-8819-439b-81d5-262ad8c04f43	897	2R_RaGOO	3921385	3974884
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	5cb657fc-0aae-466a-a46f-d3bb6e1bbff6	154	2L_RaGOO	1536544	1538332
G5_DM$3R_RaGOO$5264596$5267762	FBgn0037385	a3aaac37-214c-46fb-a202-e6a252806a60	274	3R_RaGOO	5267263	5269629
G5_DM$3R_RaGOO$5264596$5267762	FBgn0037386	a3aaac37-214c-46fb-a202-e6a252806a60	274	3R_RaGOO	5267263	5269629
DNAREP1_DM$2R_RaGOO$4901613$4901964	FBgn0266580	f8edeb65-6091-4a31-b24a-b7b2c51f4638	133	2R_RaGOO	4901825	4905409
ROO_I$2R_RaGOO$10095311$10095825	FBgn0025373	fc24d6f8-201e-409e-8d6a-ffefec2c50bf	458	2R_RaGOO	10093994	10096296
Gypsy12_I$2R_RaGOO$2533072$2533363	FBgn0260995	ac903d97-0e19-4e0e-9005-f09d0c793258	36	2R_RaGOO	2533327	2536234
Gypsy8_I$2R_RaGOO$2534019$2534269	FBgn0260995	ac903d97-0e19-4e0e-9005-f09d0c793258	237	2R_RaGOO	2533327	2536234
Gypsy8_I$2R_RaGOO$2534282$2536641	FBgn0260995	ac903d97-0e19-4e0e-9005-f09d0c793258	1841	2R_RaGOO	2533327	2536234
S_DM$3L_RaGOO$10982450$10984182	FBgn0052081	fdf96c6c-17b7-4041-a0e8-53720fe78758	22	3L_RaGOO	10922831	10982741
DNAREP1_DM$3R_RaGOO$3632660$3633639	FBgn0027341	ae1fa5d8-5b30-4470-983f-524167aaefb6	544	3R_RaGOO	3632511	3633579
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	c16038a5-c253-4914-ab91-5b849cf031dc	151	2L_RaGOO	1536544	1538352
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	0d2a9555-6074-4471-b91e-38e6fa443ed8	153	2L_RaGOO	1536565	1538381
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	8643f8de-1935-45d7-9983-531b3a6c4f0c	143	2L_RaGOO	1536574	1538352
TART_B1$2L_RaGOO$11928093$11928246	FBgn0051866	fe909de5-1531-4890-badb-33e3f165990b	147	2L_RaGOO	11927814	11929164
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	6013c044-c35a-41aa-96ce-49b791dfbd4e	147	2L_RaGOO	1536548	1538337
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	64916bd3-dc47-48d9-92d1-015c73564b4f	154	2L_RaGOO	1536544	1538324
BLASTOPIA_I$3L_RaGOO$24027370$24031886	FBgn0259697	39cc740c-e55f-43b4-ae99-b07b96ba56cc	68	3L_RaGOO	24029661	24035251
Baggins1$3L_RaGOO$24028039$24031006	FBgn0259697	39cc740c-e55f-43b4-ae99-b07b96ba56cc	68	3L_RaGOO	24029661	24035251
ROO_I$2R_RaGOO$19861372$19861541	FBgn0261850	1212bcd8-f762-4c41-bd95-2e2b6d449c30	25	2R_RaGOO	19861446	19883634
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	0b06228a-b179-4ae6-9e25-65e19cd3fd1a	153	2L_RaGOO	1536540	1538305
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	c4b14f9c-8602-479f-bd42-d68e5e507432	152	2L_RaGOO	1536569	1538385
TC1-2_DM$2R_RaGOO$11127531$11129055	FBgn0061197	d5062f4d-01e2-409d-8d17-082e56180376	16	2R_RaGOO	11112172	11128355
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	408f8aa4-ae69-4c66-89a4-779240c053e3	154	2L_RaGOO	1536544	1538332
FB4_DM$3R_RaGOO$16914758$16917850	FBgn0000063	f37925c4-9212-43b5-ac63-5f12c34b513c	16	3R_RaGOO	16912049	16914774
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0040305	5b521764-a8d5-47fb-b4c4-336616f95f80	287	3L_RaGOO	9326023	9326855
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0260859	5b521764-a8d5-47fb-b4c4-336616f95f80	287	3L_RaGOO	9326023	9326855
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0267532	5b521764-a8d5-47fb-b4c4-336616f95f80	287	3L_RaGOO	9326023	9326855
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	99e3bfe1-e769-492e-9b76-57f8c9c3debb	219	2L_RaGOO	11931681	11932385
DNAREP1_DM$3L_RaGOO$17643268$17643770	FBgn0054002	3025ed90-0655-4f58-a9e4-9fba9147dd03	31	3L_RaGOO	17642842	17644843
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	f71af4c5-cea8-481a-847b-1de54731db72	154	2L_RaGOO	1536574	1538387
DNAREP1_DM$2R_RaGOO$3599892$3600422	FBgn0026401	410c0704-b48d-41ab-a99e-a720876f1323	161	2R_RaGOO	3599167	3600104
POGO$3L_RaGOO$9733928$9735150	FBgn0036052	425656ee-d9b2-4b16-bbda-87dc21cb5d4d	133	3L_RaGOO	9733196	9734072
ACCORD2_I$4_RaGOO$315790$316010	FBgn0259214	dfda4656-c1fb-4463-8bb1-184ac6b0623d	114	4_RaGOO	308262	316520
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	ab4cf968-40c9-4e9e-a4a4-b97042daae84	222	2L_RaGOO	11931703	11933083
Gypsy12_I$3L_RaGOO$25988583$25992485	FBgn0260987	16b38159-e9fa-4003-a985-90ed98dd6fc1	134	3L_RaGOO	25973043	25990448
Gypsy12_I$3L_RaGOO$25990043$25991507	FBgn0260987	16b38159-e9fa-4003-a985-90ed98dd6fc1	134	3L_RaGOO	25973043	25990448
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	7e678715-4333-405b-800f-a6c9451f0e56	154	2L_RaGOO	1536544	1538556
FB4_DM$3R_RaGOO$16914758$16917850	FBgn0000063	55ac722e-6a02-4ab9-a43f-0020ebfc0fd8	26	3R_RaGOO	16912100	16914784
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	869da1dd-9420-4b83-bad2-7ec446eb758c	150	2L_RaGOO	1536585	1538346
FB4_DM$4_RaGOO$769101$769563	FBgn0039923	2bd72a08-3b0e-46e4-b90a-f937440d7f8a	311	4_RaGOO	769241	771004
S2_DM$2L_RaGOO$4991174$4991386	FBgn0031659	3d08962f-113b-4b8a-84e3-daad730eddca	159	2L_RaGOO	4989122	4991337
DMRT1B$X_RaGOO$18329002$18330754	FBgn0030958	21bf3181-7ef4-4359-9709-d0fb1c337ce1	1685	X_RaGOO	18328998	18331160
DMRT1B$X_RaGOO$18329002$18330754	FBgn0030959	21bf3181-7ef4-4359-9709-d0fb1c337ce1	1685	X_RaGOO	18328998	18331160
FB4_DM$3R_RaGOO$16914758$16917850	FBgn0000063	48195053-36f3-4b23-8b3a-ace4eacd334e	26	3R_RaGOO	16912026	16914784
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	e77f3f22-bbde-4da1-8285-c77529d8202f	216	2L_RaGOO	11931704	11933077
FB4_DM$4_RaGOO$769101$769563	FBgn0039923	5e1492cd-7ad5-496f-8404-a0b144a4dde2	226	4_RaGOO	769318	770877
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	6dde871f-9f05-4a20-8768-e375b656fd05	219	2L_RaGOO	11931699	11933081
FB4_DM$3R_RaGOO$16914758$16917850	FBgn0000063	fb4fd0e9-1822-46fb-9069-e3b0b4d18df7	26	3R_RaGOO	16912036	16914784
DOC$2L_RaGOO$9310102$9314822	FBgn0032110	ac7ef2ca-079d-40eb-9f10-30990ca5256f	161	2L_RaGOO	9308163	9310269
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	9e0c15c3-dca4-408d-9c60-d9c20a442184	149	2L_RaGOO	1536579	1538310
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	5acc443a-18bb-4e00-b12e-0a4127d73fb2	154	2L_RaGOO	1536544	1538387
I_DM$3R_RaGOO$12684068$12684387	FBgn0038143	23c07c7f-9b2f-4eca-8694-f7e8812b1f2f	311	3R_RaGOO	12683787	12690114
I_DM$3R_RaGOO$12684068$12684387	FBgn0038144	23c07c7f-9b2f-4eca-8694-f7e8812b1f2f	311	3R_RaGOO	12683787	12690114
I_DM$3R_RaGOO$12684068$12684387	FBgn0044511	23c07c7f-9b2f-4eca-8694-f7e8812b1f2f	311	3R_RaGOO	12683787	12690114
DOC6_DM$X_RaGOO$19194485$19198701	FBgn0031055	3309319f-a227-4999-a704-00463b816015	151	X_RaGOO	19197375	19200807
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	d7bbd601-0348-41c2-81dc-37fcd57e5f51	150	2L_RaGOO	1536544	1538338
XDMR$X_RaGOO$12845250$12845727	FBgn0030460	86cb566e-cd34-4868-8c40-b729ef49d78d	203	X_RaGOO	12843855	12845459
FB4_DM$3R_RaGOO$16914758$16917850	FBgn0000063	ea9c101d-e318-4524-a82a-9828b9063179	30	3R_RaGOO	16912245	16914789
DNAREP1_DM$2L_RaGOO$18697477$18697650	FBgn0032729	df134d3c-ff25-45dd-baa8-0a0ae15b8e92	170	2L_RaGOO	18695975	18697727
Jockey2$2R_RaGOO$1421956$1424225	FBgn0087011	37aa2eec-23ed-44a3-8a9d-edb1ac3bdc20	270	2R_RaGOO	1390707	1422901
DNAREP1_DM$2R_RaGOO$955037$955233	FBgn0262123	244ecf1e-30a7-405f-9dc5-dd0e9d2c1558	176	2R_RaGOO	953898	955283
DNAREP1_DM$3R_RaGOO$3851606$3852087	FBgn0037239	1f63174e-95a7-4ad9-9c2b-fa436bf61c8f	74	3R_RaGOO	3852012	3854724
G_DM$3L_RaGOO$22645435$22645864	FBgn0262509	0298ae83-1c5e-4ffe-94bf-845c8bbd42a9	276	3L_RaGOO	22644484	22645809
Gypsy12A_LTR$2R_RaGOO$1008118$1011100	FBgn0262123	f253ac2c-194c-4f1f-ad6b-a5603d90b661	40	2R_RaGOO	1008658	1028904
DNAREP1_DM$2R_RaGOO$14436047$14436348	FBgn0050087	f3d5c99e-0d0d-43ee-b169-6ea72976d57f	11	2R_RaGOO	14435795	14436926
DNAREP1_DM$2L_RaGOO$3489552$3489953	FBgn0021967	164bd20e-466d-4898-a78d-2953cdba31bf	77	2L_RaGOO	3489873	3493367
DM1731_I$3L_RaGOO$23063912$23064172	FBgn0010215	c7b3f98e-f996-40ff-9d41-553a13641da9	82	3L_RaGOO	23064022	23083966
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	851e75f4-7116-4ac2-9406-ab022849b508	152	2L_RaGOO	1536544	1538355
TRANSPAC_LTR$2L_RaGOO$2221225$2226474	FBgn0264875	8f66f53a-9c0f-42f3-bf10-f91ced7d61ab	154	2L_RaGOO	2226313	2227411
BLOOD_LTR$2L_RaGOO$3268611$3276063	FBgn0015600	2b31d6ee-aac9-497a-a43f-671749497715	23	2L_RaGOO	3091919	3272821
DNAREP1_DM$3R_RaGOO$20099374$20099655	FBgn0038839	213da4ca-9ba7-4607-bd8b-53bcbd289191	42	3R_RaGOO	20086815	20099416
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0033692	b9a71e10-ba9b-4eaf-9195-07810160fc2e	43	2R_RaGOO	10962757	10989121
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0033693	b9a71e10-ba9b-4eaf-9195-07810160fc2e	43	2R_RaGOO	10962757	10989121
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0053964	b9a71e10-ba9b-4eaf-9195-07810160fc2e	43	2R_RaGOO	10962757	10989121
ROO_I$3R_RaGOO$23914908$23915092	FBgn0051126	0b9485f0-3532-4959-a7b4-ea63284ec8b8	36	3R_RaGOO	23858390	23914997
ROO_I$3R_RaGOO$23914908$23915092	FBgn0020018	0b9485f0-3532-4959-a7b4-ea63284ec8b8	36	3R_RaGOO	23858390	23914997
TRANSPAC_LTR$2L_RaGOO$2221225$2226474	FBgn0264875	79b81ff0-2321-41a6-867e-fd449513d5ef	157	2L_RaGOO	2226313	2227959
DNAREP1_DM$2R_RaGOO$10918873$10919073	FBgn0033683	447e437a-6894-4918-838c-1054b6c36859	34	2R_RaGOO	10919039	10919675
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	1b25e6e4-5760-4ac5-991c-32fbab0017b8	146	2L_RaGOO	1536544	1538294
Mariner2_DM$2R_RaGOO$6313845$6314821	FBgn0283450	a75ff09c-5df8-4334-b6f3-edaa8f3bb8ff	73	2R_RaGOO	6314743	6315876
DNAREP1_DM$X_RaGOO$577400$577787	FBgn0025634	b7bfaa13-3c0e-4ff9-8b2b-67c0b657a42a	23	X_RaGOO	575814	577423
ROO_I$X_RaGOO$8285149$8285305	FBgn0267914	ee185fe6-152e-409f-873d-8c4a1a46f2ae	64	X_RaGOO	8284821	8288785
LINEJ1_DM$X_RaGOO$19444806$19445599	FBgn0263209	bb786eb2-80fc-41b5-853e-e5bd6a04ae25	773	X_RaGOO	19444414	19446856
DMRT1C$X_RaGOO$19445618$19446856	FBgn0263209	bb786eb2-80fc-41b5-853e-e5bd6a04ae25	1202	X_RaGOO	19444414	19446856
ROO_LTR$X_RaGOO$10174670$10183502	FBgn0052687	969cb8d5-8293-45b0-aafa-bb8ae37f8c54	393	X_RaGOO	10183104	10188021
ROO_I$2L_RaGOO$1537349$1537503	FBgn0051661	ee6ced82-8ad5-4dad-8023-eab195bca2bd	147	2L_RaGOO	1536608	1538355
FB4_DM$3R_RaGOO$16914758$16917850	FBgn0000063	9e10b158-3b92-4ac9-8aee-ac8576c29377	26	3R_RaGOO	16912049	16914784
