TE_ID	Gene_ID	Read_ID	Nb_of_aligned_bp_on_TE	Chrom	Start	End
DNAREP1_DM$2R_RaGOO$4929634$4930051	FBgn0033042	daf3286b-ed97-4868-b33b-06fef810a51a	92	2R_RaGOO	4928437	4929726
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	51577dbc-0886-4a50-9b02-ff77fe19386c	152	2L_RaGOO	1536527	1538271
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	0d1ccff9-683d-4ab5-8492-0a70317ab7dc	562	3R_RaGOO	14014483	14022973
ROO_I$3L_RaGOO$19559699$19561114	FBgn0001324	2d9a48e2-04f2-415d-b07b-ea08c0937116	951	3L_RaGOO	19560059	19561789
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	1c45ad46-8de9-4190-bdd4-49fe2fcbb715	438	3R_RaGOO	14014622	14022745
NOMAD_I$X_RaGOO$21274295$21280935	FBgn0085521	a1294334-54b0-4d51-be4d-660cb04b4784	784	X_RaGOO	21278053	21278948
NOMAD_I$X_RaGOO$21274295$21280935	FBgn0085521	3618d40b-7079-4195-ae09-495e7e6a6c99	711	X_RaGOO	21278065	21278883
DNAREP1_DM$2R_RaGOO$9749902$9750290	FBgn0033574	fffbfee9-5545-4421-8431-dbc266a7127b	81	2R_RaGOO	9750209	9751772
TART_B1$2L_RaGOO$11928093$11928246	FBgn0042127	8d3d9251-7b86-4eab-a58d-c509fe8f5a7d	135	2L_RaGOO	11927780	11929185
Invader1_LTR$2R_RaGOO$4696211$4697076	FBgn0267861	3d9c3392-68a9-4f1f-ad94-2aeff1f43061	840	2R_RaGOO	4696144	4697301
DNAREP1_DM$2R_RaGOO$4697091$4697419	FBgn0267861	3d9c3392-68a9-4f1f-ad94-2aeff1f43061	204	2R_RaGOO	4696144	4697301
DNAREP1_DM$X_RaGOO$21646967$21647359	FBgn0267020	ee99e692-fd7f-43a9-8f22-b064daaca2a0	214	X_RaGOO	21647133	21647717
NOMAD_I$X_RaGOO$21274295$21280935	FBgn0085521	990c54f2-6b7e-4ff4-b4f3-603c976ea8a5	660	X_RaGOO	21278089	21278844
HMSBEAGLE_I$X_RaGOO$4481038$4481298	FBgn0011760	c701a84c-2dae-452b-9d27-911b63df0717	17	X_RaGOO	4481281	4492033
ROO_I$3L_RaGOO$19559699$19561114	FBgn0001324	a934c3b3-61c2-430e-8c18-151edeaed212	936	3L_RaGOO	19560070	19561146
NOMAD_I$X_RaGOO$21274295$21280935	FBgn0085521	4d0d38da-28e8-4ec7-a631-95f1f1ff0ec1	614	X_RaGOO	21278164	21278886
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	42701bad-9ec1-4366-b5a6-228c1149e731	319	3L_RaGOO	26059652	26217783
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	42701bad-9ec1-4366-b5a6-228c1149e731	220	3L_RaGOO	26059652	26217783
ROO_I$2R_RaGOO$6652153$6652308	FBgn0050497	38debc01-7c26-4b52-b429-c8a3c8acaac0	151	2R_RaGOO	6650495	6653790
ROO_I$2R_RaGOO$6652153$6652308	FBgn0266526	38debc01-7c26-4b52-b429-c8a3c8acaac0	151	2R_RaGOO	6650495	6653790
DNAREP1_DM$2R_RaGOO$9749902$9750290	FBgn0033574	69e5401e-4109-4a8b-9815-5c85b93bb7fd	17	2R_RaGOO	9750273	9751693
NOMAD_I$2L_RaGOO$22600426$22604820	FBgn0267986	5db9f1b1-f380-4002-ab5c-c21cc35030c5	254	2L_RaGOO	22600074	22601030
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	cba3e781-a194-4a77-ae35-87414406b985	152	2L_RaGOO	1536544	1538337
DNAREP1_DM$2R_RaGOO$9749902$9750290	FBgn0033574	9f3ea9b4-3a47-45f2-9e39-05e66c1ccbfb	24	2R_RaGOO	9750266	9751766
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	f17dd64d-4d6b-44c5-bd96-8f5955c5d816	947	2R_RaGOO	14211149	14221845
ROO_I$2R_RaGOO$19861372$19861541	FBgn0050389	4d8e88e8-87d3-49f5-a611-585dfb225e4c	169	2R_RaGOO	19860580	19864925
ROO_I$3L_RaGOO$19559699$19561114	FBgn0001324	79489e6d-7f8a-4f1a-bcf6-c557335ee8c7	992	3L_RaGOO	19559943	19561810
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	7b5646b1-2be2-468c-a94e-b99e6d5fbfe5	521	3R_RaGOO	14014548	14023014
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	06757b5f-e5ac-4b00-b1bb-1e3e9e0baa5f	148	2L_RaGOO	1536544	1538294
ROO_I$3L_RaGOO$19559699$19561114	FBgn0001324	c3479634-78fe-4f66-af2c-790ac49270f0	918	3L_RaGOO	19560076	19561801
ROO_I$3L_RaGOO$2979921$2980420	FBgn0035388	204d7677-cc75-43f7-87b0-6d8d03800760	325	3L_RaGOO	2978779	2982236
ROO_I$2R_RaGOO$6652153$6652308	FBgn0050497	a603fbae-81d4-4ca5-b33e-71a7463d7ffe	144	2R_RaGOO	6650659	6653791
ROO_I$2R_RaGOO$6652153$6652308	FBgn0266526	a603fbae-81d4-4ca5-b33e-71a7463d7ffe	144	2R_RaGOO	6650659	6653791
ROO_I$2R_RaGOO$6652153$6652308	FBgn0050497	f8c32304-283a-4512-8f38-77fcc0ab32ac	146	2R_RaGOO	6650659	6656844
ROO_I$2R_RaGOO$6652153$6652308	FBgn0266526	f8c32304-283a-4512-8f38-77fcc0ab32ac	146	2R_RaGOO	6650659	6656844
TART_B1$2L_RaGOO$11928093$11928246	FBgn0042127	79e85442-24c6-4435-92f3-8702a94bba56	153	2L_RaGOO	11927814	11929191
DMCR1A$2R_RaGOO$4646976$4654778	FBgn0050438	c27ada3c-e237-43a7-b80b-f5af49ed6966	137	2R_RaGOO	4644291	4673269
DNAREP1_DM$2L_RaGOO$16454506$16455077	FBgn0001185	b965dcc7-aff2-495d-bbd1-e5022d5d90cc	85	2L_RaGOO	16452771	16454597
S2_DM$2L_RaGOO$4991174$4991386	FBgn0010607	2d301f67-ca80-4ce2-a7ad-947d9458272b	21	2L_RaGOO	4989147	4991195
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	d188a21f-980a-4c73-84fa-d9a194051f0a	453	3R_RaGOO	14014609	14023021
DNAREP1_DM$2R_RaGOO$9749902$9750290	FBgn0033574	03fbcbd9-35be-4eea-bb9a-57a1159eeaf0	15	2R_RaGOO	9750275	9751721
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	6693922d-ab33-499a-9501-aa6c36a39cb4	1234	3R_RaGOO	12956285	12959250
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	08a9affc-77fa-4087-84e4-3e8673189769	146	2L_RaGOO	1536544	1538291
DNAREP1_DM$2R_RaGOO$9749902$9750290	FBgn0033574	6ea02213-4bb7-4759-b2c9-44220ddf8bb0	19	2R_RaGOO	9750271	9751767
Gypsy1-I_DM$3L_RaGOO$24127725$24132950	FBgn0261639	9770bd27-5663-4094-b64c-5ecb1314671e	750	3L_RaGOO	24129885	24130649
NOMAD_I$X_RaGOO$21274295$21280935	FBgn0085521	33fbba2c-374b-40c7-8723-71d48e9ce600	778	X_RaGOO	21278057	21278934
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	f9ae7b46-9424-43dc-a1de-2a592b3f68bd	152	2L_RaGOO	1536544	1538387
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	a195a7ec-a27a-4219-850c-628a3b942ca9	148	2L_RaGOO	1536544	1538003
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	a4683058-1683-496c-bb07-183689284b5c	1233	3R_RaGOO	12956293	13000952
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	50ff550e-ba0a-474b-aab5-059a3628d45e	451	3R_RaGOO	14014613	14022972
G7_DM$X_RaGOO$16783041$16783563	FBgn0262101	087c97ec-c6b7-4fb8-b239-94313eed43e1	458	X_RaGOO	16782769	16784519
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	3307bfe6-7621-4902-afa2-9fb9b4aa3490	566	3R_RaGOO	14014485	14023021
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	19bc7b45-d134-4693-883a-59025e64e061	317	3L_RaGOO	26059636	26217761
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	19bc7b45-d134-4693-883a-59025e64e061	122	3L_RaGOO	26059636	26217761
PROTOP$4_RaGOO$358464$360439	FBgn0039904	0d118efb-3052-4946-a218-c8ac9768e6b4	385	4_RaGOO	355167	361885
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	965f2713-dbbd-45e7-9ef1-8ce457021d00	152	2L_RaGOO	1536544	1538387
ROO_I$2R_RaGOO$6652153$6652308	FBgn0050497	4f0e60c4-7bc0-48a8-9a64-53f6d0977e43	143	2R_RaGOO	6650746	6653783
ROO_I$2R_RaGOO$6652153$6652308	FBgn0266526	4f0e60c4-7bc0-48a8-9a64-53f6d0977e43	143	2R_RaGOO	6650746	6653783
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	df1f588c-9951-4cd6-8e2f-df84008cd9bf	148	2L_RaGOO	1536544	1538381
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	70c68436-8d38-4617-8df7-03909373700a	459	3R_RaGOO	14014597	14022973
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	0bb33237-420b-4611-9316-49f70c3408de	507	3R_RaGOO	14014551	14022975
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	a564e879-df0f-40fb-9991-4d3d235c3cb3	146	2L_RaGOO	1536588	1538129
NOMAD_I$X_RaGOO$21274295$21280935	FBgn0085521	8500bb0e-f78f-4712-892f-9eeeb4b7663a	671	X_RaGOO	21278095	21278877
TC1-2_DM$X_RaGOO$21786265$21786888	FBgn0069938	b453184a-1905-43de-9cd7-d870b6770b94	47	X_RaGOO	21785281	21786312
DNAREP1_DM$X_RaGOO$712208$713323	FBgn0027343	56dfe396-1d07-43e1-94d6-c3874a5ec00b	753	X_RaGOO	712391	713172
DNAREP1_DM$2L_RaGOO$21636818$21637395	FBgn0262886	58948148-2ef4-4c4d-8e92-8f9252742912	279	2L_RaGOO	21636055	21637103
DNAREP1_DM$2R_RaGOO$9749902$9750290	FBgn0033574	f506fd39-6e75-4535-9631-f494d8bd4875	40	2R_RaGOO	9750248	9751750
S2_DM$2L_RaGOO$4991174$4991386	FBgn0010607	4454920f-62ab-4c3e-ae61-3159748e26fe	153	2L_RaGOO	4989158	4991332
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	dd647caa-760b-448d-8249-a64e72579f78	437	3R_RaGOO	14014563	14022506
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	cc4cc162-a973-42d0-b1dd-a78d34c8c1e3	21	3R_RaGOO	14015053	14023007
G7_DM$X_RaGOO$16783041$16783563	FBgn0262101	c5a8c248-023b-43e9-878a-218a7e05cc33	470	X_RaGOO	16782824	16784505
Gypsy1-I_DM$3L_RaGOO$24127725$24132950	FBgn0261639	7f6019bf-e3d1-473e-92c3-bb334e7ffb3f	410	3L_RaGOO	24129895	24130309
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	ace1d3d1-0c2d-4a62-82ba-59c8531b5502	569	3R_RaGOO	14014477	14022976
ROO_I$2R_RaGOO$6652153$6652308	FBgn0050497	0ce3842c-fc50-4344-9540-60a86d409682	151	2R_RaGOO	6650562	6653791
ROO_I$2R_RaGOO$6652153$6652308	FBgn0266526	0ce3842c-fc50-4344-9540-60a86d409682	151	2R_RaGOO	6650562	6653791
PROTOP$4_RaGOO$358464$360439	FBgn0039904	7b3b446c-a627-4a80-9d8e-6e07a0635281	435	4_RaGOO	358907	361948
ROO_I$3L_RaGOO$19559699$19561114	FBgn0001324	1eca208e-aee8-4760-8173-e073e06b5c9e	993	3L_RaGOO	19559943	19561810
DMCR1A$3L_RaGOO$23769924$23770100	FBgn0058053	fa76b16a-d06c-4c44-8907-8e545b768c15	103	3L_RaGOO	23768726	23770192
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	0d6a8642-f106-4f6d-9dd8-0b0e524bb924	449	3R_RaGOO	14014549	14022986
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	6c9d92cb-4520-42ca-a366-632d32117932	154	2L_RaGOO	1536540	1538337
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	b66dd9ab-9da8-4ee2-99a5-17bce04ec5a0	1230	3R_RaGOO	12956293	12959276
DNAREP1_DM$2R_RaGOO$9749902$9750290	FBgn0033574	1b4db0cf-4c71-4460-af73-897db367795f	21	2R_RaGOO	9750269	9751772
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	d5c63101-f36c-490c-bcac-30c71aac2236	151	2L_RaGOO	1536565	1538346
ROO_I$3L_RaGOO$884443$885131	FBgn0052479	48c4e9e9-948f-4916-8c52-0504e3a2c0e0	644	3L_RaGOO	884021	888272
ROO_I$3L_RaGOO$19559699$19561114	FBgn0001324	c35ce7a3-e1ad-434d-890a-86a3753d70b6	970	3L_RaGOO	19559943	19561806
TC1-2_DM$X_RaGOO$21786265$21786888	FBgn0069938	3d78daea-66c8-46de-ac24-d90baf075675	47	X_RaGOO	21785324	21786315
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	104e0635-746d-490a-8d4c-25df99d3ec28	1220	3R_RaGOO	12956331	12959269
DNAREP1_DM$2R_RaGOO$9749902$9750290	FBgn0033574	99a5c833-4fdc-4104-9ed2-6898953af64d	24	2R_RaGOO	9750266	9751704
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	13f03832-c007-4103-92c9-1010844f8381	501	3R_RaGOO	14014550	14022976
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	8a38afd3-5276-4327-8570-82b8b3fa527c	368	2R_RaGOO	14211138	14215387
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	557a7aeb-a99e-41a1-83a9-408bfd405c73	449	3R_RaGOO	14014609	14023013
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	a3097209-8596-4256-84c2-f48f45dba66a	149	2L_RaGOO	1536570	1538387
ROO_I$2R_RaGOO$19861372$19861541	FBgn0050389	aec02ab6-9f99-4aea-93b8-a7ade2c8179f	166	2R_RaGOO	19860556	19869637
DNAREP1_DM$X_RaGOO$712208$713323	FBgn0027343	6b32edfc-5407-48c3-a260-34c78da3c026	760	X_RaGOO	712391	713171
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	b6130835-51c4-48ea-9eff-a3be8ae3fcee	146	2L_RaGOO	1536565	1538315
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	4de64f0a-5b0a-4545-8ee2-9ba80f9e800e	504	3R_RaGOO	14014548	14022986
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	82ffec44-10dd-4cba-8359-425b838773cf	514	3R_RaGOO	14014549	14022976
TART_B1$2L_RaGOO$11931931$11932156	FBgn0042125	4871307e-74c2-437a-9c82-6fbfca703c9e	218	2L_RaGOO	11931703	11933109
ROO_I$2R_RaGOO$6652153$6652308	FBgn0050497	8166f3bc-a361-4d8a-b821-3995b5d0cec3	152	2R_RaGOO	6650496	6653791
ROO_I$2R_RaGOO$6652153$6652308	FBgn0266526	8166f3bc-a361-4d8a-b821-3995b5d0cec3	152	2R_RaGOO	6650496	6653791
ROO_I$3L_RaGOO$884443$885131	FBgn0052479	d163df3f-dec6-40c0-b1fb-7f49f0baadb3	563	3L_RaGOO	883963	885030
ROO_I$3R_RaGOO$23914908$23915092	FBgn0039217	c46aa185-3553-4e3d-a5c0-44d433480525	181	3R_RaGOO	23912679	23915550
ROO_I$3R_RaGOO$23914908$23915092	FBgn0284232	c46aa185-3553-4e3d-a5c0-44d433480525	181	3R_RaGOO	23912679	23915550
ROO_I$2L_RaGOO$12458755$12461676	FBgn0259176	69250cab-50f5-48ad-93c3-6897da2c839e	1651	2L_RaGOO	12407065	12467469
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	222b9b11-d3b3-46be-b6b0-5acea0141b41	523	3R_RaGOO	14014549	14023021
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	b43f94f1-9fd9-4beb-8646-f46f958e0be7	499	3R_RaGOO	14014548	14023073
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	03e700b9-4486-4e17-ac84-cf2e946eaa40	185	2R_RaGOO	4740003	4742904
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	26997ae0-89fe-4944-9b48-054c2de14cf4	149	2L_RaGOO	1536544	1538349
DMCR1A$2R_RaGOO$4646976$4654778	FBgn0050438	c692f431-979c-4fc2-9a53-71328a625d4d	198	2R_RaGOO	4652392	4673239
DMRT1C$2R_RaGOO$2166484$2176140	FBgn0058263	f7bcbb60-f44f-4f5a-b9bf-004e05492f2a	90	2R_RaGOO	2174675	2186303
ROO_I$2R_RaGOO$16878302$16878627	FBgn0085415	85f6cec2-11f1-44ae-959c-df16328167b8	322	2R_RaGOO	16862175	16881697
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	42db5ffb-455c-4b2c-a2b4-d8ba33aed21f	1235	3R_RaGOO	12956293	12959276
TART_B1$2L_RaGOO$11931931$11932156	FBgn0042125	7646fd9f-b4a8-4c6e-b195-0d7eac1eb438	218	2L_RaGOO	11931697	11933081
PROTOP$4_RaGOO$358464$360439	FBgn0039904	a19ad040-e6b3-4f3d-8944-5e02c29f3342	430	4_RaGOO	358907	359421
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	1cf0d53f-e143-457e-a3f5-0480547fa6b8	464	3R_RaGOO	12958689	12959491
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	777152b9-5796-4bbc-9316-09297219ce2b	147	2L_RaGOO	1536573	1538337
ROO_I$3L_RaGOO$2979921$2980420	FBgn0035388	83b01683-b675-4279-8179-d05152e30fda	311	3L_RaGOO	2978784	2982239
ROO_I$3L_RaGOO$19559699$19561114	FBgn0001324	75ef950d-f668-448e-8038-5dd81b5eaa94	971	3L_RaGOO	19559943	19561807
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	02165d45-011c-449e-8590-6c35bc7ad3dd	464	3R_RaGOO	14014594	14022714
DNAREP1_DM$2L_RaGOO$17714927$17715395	FBgn0032656	5bb07c10-2b2f-4c40-94b1-e17ed3fac7bc	418	2L_RaGOO	17704703	17716135
TART_B1$2L_RaGOO$11931931$11932156	FBgn0042125	af621533-cef8-4154-a03f-1cf6d35b1f79	218	2L_RaGOO	11931733	11933109
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	f5acbb07-47de-4ea7-85fd-633ab154800b	491	3R_RaGOO	14014552	14022996
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	085db172-1c56-40b6-89c9-b1c24632848b	444	3R_RaGOO	14014609	14022972
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	0f449523-5794-4814-a0cb-22888798cb0d	148	2L_RaGOO	1536574	1538346
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	3d2550a4-4413-42b0-88b9-00174941e800	1221	3R_RaGOO	12956293	12959276
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	5cb657fc-0aae-466a-a46f-d3bb6e1bbff6	154	2L_RaGOO	1536544	1538332
ROO_I$2R_RaGOO$10095311$10095825	FBgn0033616	fc24d6f8-201e-409e-8d6a-ffefec2c50bf	458	2R_RaGOO	10093994	10096296
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	07cc67c6-2e58-4bfb-a870-e4b82e69da6e	1199	3R_RaGOO	12956311	12959276
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	665c719e-73bb-4133-bb5a-d9442884bfea	492	3R_RaGOO	14014564	14023036
ROO_I$2R_RaGOO$6652153$6652308	FBgn0050497	88180d5a-61f9-49e1-b274-b59679884da0	147	2R_RaGOO	6650665	6653791
ROO_I$2R_RaGOO$6652153$6652308	FBgn0266526	88180d5a-61f9-49e1-b274-b59679884da0	147	2R_RaGOO	6650665	6653791
DMCR1A$2R_RaGOO$4646976$4654778	FBgn0050438	badaef0c-7eea-4a42-bf87-f91cbeb1c181	177	2R_RaGOO	4652359	4673284
ROO_I$3L_RaGOO$884443$885131	FBgn0052479	062e5fe9-56e6-4d33-bb9a-61e737ff4e53	638	3L_RaGOO	883991	888497
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	9a3fca6a-720b-4c74-95b6-4ac99c7846ac	365	X_RaGOO	11252145	11258593
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	d5709fef-506c-48d2-86f5-5341b0ad4660	501	3R_RaGOO	14014564	14023021
ROO_I$3L_RaGOO$2979921$2980420	FBgn0035388	bc33acec-1f78-47c8-8086-2d127a2aa782	330	3L_RaGOO	2979595	2982239
ROO_I$3R_RaGOO$12957465$12959168	FBgn0015778	b483e8c0-5bbb-4ef1-bdf9-0edbd980507d	36	3R_RaGOO	12959129	12959463
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	c8011693-24c9-4452-9001-9720e0482407	443	3R_RaGOO	14014597	14022973
DNAREP1_DM$3R_RaGOO$3632660$3633639	FBgn0085812	ae1fa5d8-5b30-4470-983f-524167aaefb6	544	3R_RaGOO	3632511	3633579
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	c16038a5-c253-4914-ab91-5b849cf031dc	151	2L_RaGOO	1536544	1538352
DMCR1A$2R_RaGOO$4646976$4654778	FBgn0050438	c40e1f85-e6e6-4b26-a31b-5d79d7b5d098	237	2R_RaGOO	4652356	4673297
DNAREP1_DM$3L_RaGOO$7354582$7354981	FBgn0052382	f7089baf-f49d-4cd7-8343-3b188cb7ff7a	181	3L_RaGOO	7354798	7355858
ROO_I$3R_RaGOO$15240450$15245518	FBgn0003507	58c3fcb6-188f-4f97-ba0a-dc7cfdc57627	459	3R_RaGOO	15236807	15246294
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	0d2a9555-6074-4471-b91e-38e6fa443ed8	153	2L_RaGOO	1536565	1538381
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	ff268e60-22bf-4916-883f-4c4ba5f86185	513	3R_RaGOO	14014551	14023021
ROO_I$2L_RaGOO$1537349$1537503	FBgn0031343	8643f8de-1935-45d7-9983-531b3a6c4f0c	143	2L_RaGOO	1536574	1538352
TART_B1$2L_RaGOO$11928093$11928246	FBgn0042127	fe909de5-1531-4890-badb-33e3f165990b	147	2L_RaGOO	11927814	11929164
DMCR1A$2R_RaGOO$4646976$4654778	FBgn0050438	f30c37c5-38da-48ec-a5bd-c70b204497c1	245	2R_RaGOO	4652344	4673297
