TE_ID	Gene_ID	Read_ID	Nb_of_aligned_bp_on_TE	Chrom	Start	End
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	7d289b76-495f-4f9d-b152-995753d7f6ad	899	2R_RaGOO	14211144	14221818
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	82b60f96-468f-4c2e-8e7d-4fe58b894ee6	188	2R_RaGOO	4739999	4742928
DNAREP1_DM$4_RaGOO$962497$962893	FBgn0039932	237a9497-cc99-459d-b7ce-d62b9c82e858	53	4_RaGOO	952264	965899
HMSBEAGLE_I$3L_RaGOO$23505241$23510771	FBgn0040056	2da5c946-4cb1-4e73-a7df-5e038ff5e240	64	3L_RaGOO	23510705	23521112
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	0a30cb67-5f22-4693-8aab-531926b04fc6	160	2R_RaGOO	4739996	4742936
DNAREP1_DM$3R_RaGOO$3344216$3344533	FBgn0263977	ceb4c6c9-5f74-417d-a4ee-b5bbc5ffce3d	173	3R_RaGOO	3334000	3344399
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	f8bae968-4e81-4b9f-9a3d-464f2b802bf8	467	3R_RaGOO	14014551	14022488
DNAREP1_DM$X_RaGOO$6728274$6728628	FBgn0029929	1acc4312-8e55-4fa3-9f28-715c3d3d9d08	14	X_RaGOO	6727490	6728288
DIVER2_I$2L_RaGOO$22121484$22124705	FBgn0058006	10745525-56e6-42c9-9d3f-01057f95aaa4	158	2L_RaGOO	22069316	22215629
DNAREP1_DM$3R_RaGOO$3344216$3344533	FBgn0263977	d9b336aa-f91e-4956-86c5-fd07fc2edfb8	179	3R_RaGOO	3334062	3344401
DMRPR$X_RaGOO$12610091$12610253	FBgn0052642	2e063159-f43c-432f-9531-899782f006a8	158	X_RaGOO	12609237	12610741
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	a3a52b7f-5555-4469-96ad-b16ed9f8e343	989	2R_RaGOO	14211138	14221845
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	97b407d0-7167-49e5-9bc7-73d3d401e7e4	317	3L_RaGOO	26059642	26217783
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	97b407d0-7167-49e5-9bc7-73d3d401e7e4	129	3L_RaGOO	26059642	26217783
ROO_I$3R_RaGOO$14005164$14015074	FBgn0038256	f522c453-e55c-47f3-8863-fc5f687698a9	1073	3R_RaGOO	14006628	14012879
DNAREP1_DM$2L_RaGOO$17714927$17715395	FBgn0032656	429d5921-e99d-4c37-85b2-a7e9901a1b4b	52	2L_RaGOO	17715340	17716161
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	63159271-c4ee-417d-92d1-b8225380e162	932	2R_RaGOO	14211138	14221838
Stalker2_LTR$3R_RaGOO$12469233$12477197	FBgn0052850	c29b9f5e-d0bc-4426-9962-5c8e9a816e29	918	3R_RaGOO	12469632	12470567
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	8d5ec461-a4b5-4a70-b12d-df5395b8a753	483	3R_RaGOO	14014548	14022385
DMCR1A$2R_RaGOO$4646976$4654778	FBgn0050438	43727ee7-08c2-46c3-9444-cc040c5e96f4	138	2R_RaGOO	4644289	4672879
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	701558a8-ddf6-4b17-ae08-4e40e9db42b7	369	X_RaGOO	11252145	11258615
HMSBEAGLE_I$3R_RaGOO$17435842$17436040	FBgn0011481	6e0d0dc4-66e7-4bab-91db-b581e8c8a12a	71	3R_RaGOO	17433943	17435915
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	503cbb04-968c-4d35-a6be-34ba19f80a7d	533	3R_RaGOO	14014500	14022499
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	bfcb6c66-62a4-4ae0-8306-9a93a872c884	952	2R_RaGOO	14211141	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	4785cba5-5a48-4ee4-a98d-bcd3abc451d4	939	2R_RaGOO	14211134	14221845
DNAREP1_DM$2R_RaGOO$4139223$4139651	FBgn0033010	de0cc412-ac68-4203-b216-f6a32ee713c0	79	2R_RaGOO	4133418	4159938
DMRT1C$2R_RaGOO$2166484$2176140	FBgn0058263	31f6f71b-cd94-4790-bb9d-be4050c43a00	89	2R_RaGOO	2137993	2186312
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	cef7596e-91c9-4826-bf3b-bc1d8d402e3d	995	2R_RaGOO	14211398	14221846
ROO_I$2R_RaGOO$13238874$13250807	FBgn0267824	2add958e-b731-4214-9c83-c71733be169c	174	2R_RaGOO	13224152	13239060
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	3063a50e-3049-4652-aaf9-2d72fce09724	191	2R_RaGOO	4740661	4742940
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	bc4bfa39-03b3-4c66-9444-0009d149161d	948	2R_RaGOO	14211162	14221844
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	47b844f5-8a7a-4304-bbf2-c432fbb8265a	262	X_RaGOO	4694225	4694495
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	df574fcc-1e3b-4dcb-9e35-d68d8e6ddf82	903	2R_RaGOO	14211138	14221844
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	fe45a165-0df8-40e3-bbdc-00c26d182437	987	2R_RaGOO	14211141	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	13e813c5-3816-42c4-a044-a163cf89c4e8	583	2R_RaGOO	14211501	14221481
DOC3_DM$2R_RaGOO$860527$861391	FBgn0261505	f530fce4-1bb9-48c9-8d65-b1a053bc1464	62	2R_RaGOO	859362	860603
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	90a13fee-940a-48eb-a53d-c3bd09dd1174	115	2R_RaGOO	4739967	4742928
DIVER2_I$2R_RaGOO$4218738$4223733	FBgn0053554	dc9f2f79-7bf4-4cb7-a00d-095b3b563e7c	184	2R_RaGOO	4194690	4226653
PROTOP$3L_RaGOO$26068646$26074787	FBgn0024804	3469f63f-31fe-4851-b5ea-b1b0eb6a7f00	308	3L_RaGOO	26042556	26217783
ZAM_I$3L_RaGOO$26153350$26160865	FBgn0024804	3469f63f-31fe-4851-b5ea-b1b0eb6a7f00	136	3L_RaGOO	26042556	26217783
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	7bf1ec97-d910-4453-bca8-230bad5c1a80	1822	X_RaGOO	4692575	4694532
DMRPR$X_RaGOO$12610091$12610253	FBgn0052642	ac9b821f-09d1-46ca-80a2-a2206e8d4521	158	X_RaGOO	12609237	12610740
DNAREP1_DM$3R_RaGOO$3344216$3344533	FBgn0263977	af7dc628-0602-410b-a2a2-2bb73f72efd2	178	3R_RaGOO	3333984	3344402
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	fa92cc4b-291e-4857-8b0b-2b2b40204711	985	2R_RaGOO	14211138	14221838
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	2868a4af-8788-4210-a97f-8f17cf5387d2	186	2R_RaGOO	4739978	4741330
ROO_I$3R_RaGOO$8872694$8873218	FBgn0037705	2456d2d8-fd60-4236-b38a-cd512cc8db24	14	3R_RaGOO	8873155	8903614
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0035993	9e75feef-2554-488c-85bd-b20dfbf40083	139	3L_RaGOO	9326819	9329010
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	3dd88f9c-2cfd-4337-9fb7-92284b4b7925	193	2R_RaGOO	4739993	4742928
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	0dbb00e3-0a1e-4ec0-b9c6-9a1738a18c63	184	2R_RaGOO	4739986	4742907
DMRT1C$2R_RaGOO$2166484$2176140	FBgn0058263	bae194d1-f300-4422-a2e0-309fc02309ef	86	2R_RaGOO	2154442	2186281
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	38eef936-1dc5-4f4c-adbc-e6d1bd416d5a	469	3R_RaGOO	14014584	14022658
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	bb1db01c-c405-424d-ae6d-93a99e448f82	1830	X_RaGOO	4692575	4694495
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	88cc7015-df45-4e04-971b-f827adaee4df	1718	X_RaGOO	4692575	4694493
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	cde5428f-3677-491f-9b17-00f4eca5a4fb	840	2R_RaGOO	14211201	14221844
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	b0732afa-cb55-45f6-a80f-4f624d1985b5	1784	X_RaGOO	4692574	4694494
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0035993	e60a4535-f2e5-4f74-8cf6-8f1aa923bfdc	141	3L_RaGOO	9326810	9329009
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	00222e3c-ff69-43ba-92f5-289969cf33a1	989	2R_RaGOO	14211130	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	50c79b00-ef5b-42f9-aece-82bde0f34805	968	2R_RaGOO	14211138	14221845
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	b2229c7a-67e9-4442-a251-35ebc68fa3b0	1834	X_RaGOO	4692575	4694496
DMRT1C$2R_RaGOO$2166484$2176140	FBgn0058263	c604799b-c0c4-4c08-a5ff-8c8c4ee163d4	85	2R_RaGOO	2138040	2186268
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	eea49c64-f97e-4693-b974-09ee5d5abc04	186	2R_RaGOO	4740004	4742912
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	c91571b9-0e87-48fd-acf4-60884d44357a	925	2R_RaGOO	14211137	14221840
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	10a3e10a-0d29-4137-a7a8-c3c6fba93bb2	597	3R_RaGOO	14014291	14022505
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	fc7e2eec-c296-4563-8312-3c028c8c33d2	962	2R_RaGOO	14211130	14221845
ROO_I$2R_RaGOO$13238874$13250807	FBgn0267824	918a0481-dbc3-441c-8bf2-59425a3e5301	1176	2R_RaGOO	13238921	13240288
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	d5aa64ea-d34a-407f-9fd0-416606e19b64	982	2R_RaGOO	14211222	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	e90f9f89-129c-4538-b853-4ceda081e3c8	842	2R_RaGOO	14211141	14221761
ROO_I$X_RaGOO$8989745$8989983	FBgn0030121	cce8753c-6e46-43f6-a9a4-0b07285b0dc9	232	X_RaGOO	8989609	8991881
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	d7edcc37-5f29-4153-821f-7f04cef97dff	302	X_RaGOO	11252145	11258318
DNAREP1_DM$X_RaGOO$6728274$6728628	FBgn0029929	2a642489-6730-48f7-bed2-0a420c7fdb47	54	X_RaGOO	6727516	6728332
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	c735fbe0-9afd-42db-b53b-7a61340097b2	985	2R_RaGOO	14211130	14221845
DIVER2_I$2L_RaGOO$22121484$22124705	FBgn0058006	c8b505c4-f0b8-4052-9c9f-a4ee30573199	164	2L_RaGOO	22069316	22215711
DNAREP1_DM$3R_RaGOO$3344216$3344533	FBgn0263977	08e3f46d-1617-4759-a12a-2faaae229732	173	3R_RaGOO	3334062	3344393
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	7694c9e2-f05b-411c-a8a1-984973a9ed10	968	2R_RaGOO	14211132	14221845
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	2d088a58-416b-4e94-9032-3d5a4b05eabc	996	2R_RaGOO	14211138	14221847
DMCR1A$2R_RaGOO$3328937$3335622	FBgn0260798	282f1348-c2c8-4cf9-8b87-c4af67dfd833	52	2R_RaGOO	3264851	3389982
DNAREP1_DM$4_RaGOO$1054727$1054927	FBgn0011642	da91990f-2446-4e77-995e-f09a7a5cea17	127	4_RaGOO	1047921	1055549
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	1b9425cc-ff67-40d3-9028-83733ad0c794	955	2R_RaGOO	14211144	14221845
TRANSIB3$4_RaGOO$892038$893004	FBgn0025726	d6211d95-b487-4c3e-a356-39549086e803	152	4_RaGOO	891357	893823
TRANSIB3$4_RaGOO$892038$893004	FBgn0263093	d6211d95-b487-4c3e-a356-39549086e803	152	4_RaGOO	891357	893823
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0030318	e4c570e8-1393-4d89-9491-ec2214e725c3	279	X_RaGOO	11252145	11258308
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	fbfb831f-245d-41e1-a9e0-f8264e7b4a6a	961	2R_RaGOO	14211138	14221844
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	df72cbe9-2f95-4d0a-aac6-1fd642119b11	930	2R_RaGOO	14211189	14221841
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	0ac8cf3e-b923-4fda-bde6-69d4bbfe728f	573	3R_RaGOO	14014489	14022555
ROO_I$X_RaGOO$4684190$4696799	FBgn0029733	a00d4a4b-28fb-4b8a-a194-481bd3d00059	1508	X_RaGOO	4692849	4694495
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	691029eb-31e5-4514-b426-b135c2799d4f	928	2R_RaGOO	14211160	14221845
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	e1938995-7ef5-4f59-9ed3-7c6943cb8068	456	3R_RaGOO	14014609	14022508
ROO_I$3R_RaGOO$14005164$14015074	FBgn0011217	cf33c51c-3f66-4d6d-8467-ada948031611	588	3R_RaGOO	14014477	14022578
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	36fc3726-54f4-4aa9-95bb-0ead3333f2ea	190	2R_RaGOO	4739995	4742926
ROO_I$2R_RaGOO$14213942$14227652	FBgn0034021	0c1cdbe7-a0f6-486a-a689-8c2d68d735cb	978	2R_RaGOO	14211122	14221845
ROO_I$X_RaGOO$10311887$10312891	FBgn0263072	d5a2ed50-b8ee-4518-be84-eb3e6cfacdb0	29	X_RaGOO	10172306	10312159
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	7180eed5-3dba-4d3f-b7f5-172198a8ee93	182	2R_RaGOO	4739986	4742928
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0039970	8b990bb8-c07d-4092-ac9e-f5730758e302	182	2R_RaGOO	4740073	4742923
DNAREP1_DM$X_RaGOO$21713293$21713691	FBgn0263665	75501c4d-bc62-4a48-a9f7-8a86e606aae4	370	X_RaGOO	21712959	21715244
