TE_ID	Gene_ID	Read_ID	Nb_of_aligned_bp_on_TE	Chrom	Start	End
QUASIMODO_LTR$2R_RaGOO$3561204$3567967	FBgn0040005	8044ce8a-d6cf-43ae-87dc-bc84f7191954	34	2R_RaGOO	3559468	3561238
DMRT1B$2R_RaGOO$4159633$4160523	FBgn0033010	de0cc412-ac68-4203-b216-f6a32ee713c0	19	2R_RaGOO	4133418	4159938
ROO_LTR$2L_RaGOO$9909301$9918711	FBgn0025700	e22add4d-83f1-44ec-9689-7d14be2a3c77	48	2L_RaGOO	9892946	9912284
DNAREP1_DM$3L_RaGOO$26181088$26181552	FBgn0024804	3469f63f-31fe-4851-b5ea-b1b0eb6a7f00	88	3L_RaGOO	26042556	26217783
DNAREP1_DM$3L_RaGOO$26217318$26218255	FBgn0024804	3469f63f-31fe-4851-b5ea-b1b0eb6a7f00	89	3L_RaGOO	26042556	26217783
ROO_I$3R_RaGOO$8872694$8873218	FBgn0027338	2456d2d8-fd60-4236-b38a-cd512cc8db24	14	3R_RaGOO	8873155	8903614
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0260859	9e75feef-2554-488c-85bd-b20dfbf40083	139	3L_RaGOO	9326819	9329010
DNAREP1_DM$4_RaGOO$1186332$1186735	FBgn0039924	6499ad6b-8d57-46bb-96bf-17fb0fdfcc4d	232	4_RaGOO	1186484	1188220
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0260859	e60a4535-f2e5-4f74-8cf6-8f1aa923bfdc	141	3L_RaGOO	9326810	9329009
Gypsy1-I_DM$3L_RaGOO$24127725$24132950	FBgn0044510	f85e2cf6-30e0-4b67-886a-e80de0bd0c76	283	3L_RaGOO	24129527	24139545
DNAREP1_DM$2L_RaGOO$22306074$22306454	FBgn0041004	f8564e01-41f9-47e6-bc41-ca82ce540b10	177	2L_RaGOO	22295617	22306253
IVK_DM$3L_RaGOO$19656431$19661800	FBgn0036921	72b1b392-2aa5-42a9-aa38-cc99928e6deb	14	3L_RaGOO	19634797	19661187
DNAREP1_DM$3L_RaGOO$19244612$19244797	FBgn0052207	d0a00b0d-097e-4bb4-895b-cc4c13751ad3	178	3L_RaGOO	19244434	19246096
DNAREP1_DM$3L_RaGOO$19244612$19244797	FBgn0262031	d0a00b0d-097e-4bb4-895b-cc4c13751ad3	178	3L_RaGOO	19244434	19246096
TIRANT_LTR$2L_RaGOO$22335792$22339419	FBgn0002566	20840166-7adf-4e7d-aa24-929f1c2e3c86	47	2L_RaGOO	22337169	22356578
DNAREP1_DM$4_RaGOO$1054727$1054927	FBgn0087002	da91990f-2446-4e77-995e-f09a7a5cea17	127	4_RaGOO	1047921	1055549
M4DM$2R_RaGOO$14057565$14057772	FBgn0034008	a27d8dfd-cdac-4e2d-8b07-a2d7e94190e9	13	2R_RaGOO	14057758	14059091
ROO_I$X_RaGOO$10311887$10312891	FBgn0030208	d5a2ed50-b8ee-4518-be84-eb3e6cfacdb0	29	X_RaGOO	10172306	10312159
DNAREP1_DM$3L_RaGOO$26217318$26218255	FBgn0024804	cda05bfb-1178-4f35-925b-7406631eccf7	64	3L_RaGOO	26059606	26217780
G5_DM$2L_RaGOO$22500752$22500936	FBgn0262887	f0bbdfdc-4fd5-4b4b-8290-05c7c20b948e	81	2L_RaGOO	22498461	22500834
ZAM_I$2L_RaGOO$21996184$22001667	FBgn0064225	9cda6d47-9942-4678-82e4-a95f2c36bc6f	24	2L_RaGOO	21997459	22006899
TART_B1$2L_RaGOO$11931931$11932156	FBgn0051865	8bc104ed-6252-4ec8-9b3c-d74a6316b039	223	2L_RaGOO	11931712	11933022
S_DM$4_RaGOO$1054154$1054373	FBgn0087002	1001a136-1dc9-45a3-b507-7e9467951d3e	15	4_RaGOO	1053191	1054169
DM297_LTR$3R_RaGOO$29134004$29136461	FBgn0039733	157eb416-688b-4394-8697-2c37db051e12	51	3R_RaGOO	29132224	29134057
S_DM$2R_RaGOO$3387895$3389569	FBgn0260798	9e9cca59-302b-4cce-ab75-8697ff4324be	745	2R_RaGOO	3388129	3389964
ZAM_I$2L_RaGOO$21996184$22001667	FBgn0064225	00a2870c-907c-402b-bea1-86492a2df23e	19	2L_RaGOO	21997459	22007170
DNAREP1_DM$X_RaGOO$577400$577787	FBgn0025634	84f91072-ba88-4ccc-9478-6608493951a9	11	X_RaGOO	575811	577411
DNAREP1_DM$4_RaGOO$456468$456655	FBgn0262731	78e8f8de-0af6-4c82-9905-138683231c97	174	4_RaGOO	455923	457056
FB4_DM$4_RaGOO$456811$457356	FBgn0262731	78e8f8de-0af6-4c82-9905-138683231c97	233	4_RaGOO	455923	457056
DNAREP1_DM$2R_RaGOO$4705001$4705325	FBgn0267861	534be2e6-7ca3-4e32-ae26-b6d30c3968e9	11	2R_RaGOO	4705314	4706624
DNAREP1_DM$2L_RaGOO$21636818$21637395	FBgn0261802	ba4f2caa-5626-4905-999b-bdc76a2c7fec	281	2L_RaGOO	21636179	21637103
DNAREP1_DM$4_RaGOO$1037257$1037737	FBgn0264607	4903ebfa-2541-468c-bebd-42e0966d0da0	30	4_RaGOO	1037706	1041887
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0033693	250df314-c5e4-4ad5-94a3-1ecf86f9d4d1	43	2R_RaGOO	10963050	10989121
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0053964	250df314-c5e4-4ad5-94a3-1ecf86f9d4d1	43	2R_RaGOO	10963050	10989121
DM412$2R_RaGOO$15155116$15161589	FBgn0034118	b0e01488-183a-4d37-a8e5-bbe79378e4f2	14	2R_RaGOO	15101343	15160830
DNAREP1_DM$4_RaGOO$1037257$1037737	FBgn0264607	43f7a31e-157a-4cb6-b3df-5ec2b18a2fa4	42	4_RaGOO	1037695	1041926
PROTOP$3L_RaGOO$26068646$26074787	FBgn0028697	b8b8c54a-30a9-435b-af32-d907455864d3	23	3L_RaGOO	26047566	26073380
G5_DM$2L_RaGOO$22500752$22500936	FBgn0262887	30e8d98f-e928-4423-88f5-99cab45b380a	71	2L_RaGOO	22498461	22500826
XDMR$X_RaGOO$8216909$8217135	FBgn0000360	13dc3dcc-f1df-4671-89f2-89954a4b1081	65	X_RaGOO	8201970	8217161
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0260859	296bad51-e0fa-4a16-9fcb-b96905f147aa	148	3L_RaGOO	9326808	9329005
DMTOM1_LTR$X_RaGOO$11258002$11258389	FBgn0262850	7d715a3f-f5eb-498b-98e9-ec2b806688dc	267	X_RaGOO	11250063	11258314
DM412$2R_RaGOO$15859789$15866812	FBgn0034181	b8debc4e-910a-4070-b951-eff34e41c3bf	16	2R_RaGOO	15795932	15861596
DIVER2_I$2R_RaGOO$4796553$4796987	FBgn0267028	7e72c020-301e-4778-b935-47298f2bb02e	408	2R_RaGOO	4795935	4797506
PROTOP_B$3L_RaGOO$22715502$22715915	FBgn0264492	ddb9ceef-de2a-4af5-8fe5-1e642a8d1f76	277	3L_RaGOO	22711535	22715786
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0260859	f7504f69-68cb-478e-ab00-63a3b2a39a38	45	3L_RaGOO	9326913	9329011
DNAREP1_DM$2R_RaGOO$4741135$4742020	FBgn0267978	d5560c8d-4f29-4ddf-b4e5-09e8616ceaa1	179	2R_RaGOO	4739998	4840495
Invader3_I$3L_RaGOO$26074788$26078600	FBgn0028697	de71cbaa-6615-4ffa-8502-78e4a91f2bdc	20	3L_RaGOO	26047923	26077353
TRANSIB2$3L_RaGOO$26075363$26078162	FBgn0028697	de71cbaa-6615-4ffa-8502-78e4a91f2bdc	20	3L_RaGOO	26047923	26077353
DNAREP1_DM$4_RaGOO$1037257$1037737	FBgn0264607	401593b7-bc49-49e1-b0af-bdb33f082d23	29	4_RaGOO	1037708	1041882
POGO$3L_RaGOO$9733928$9735150	FBgn0036052	71d5ad18-b61c-4927-9c3e-5bda0b508aa3	121	3L_RaGOO	9733216	9734063
DIVER2_I$2R_RaGOO$3490378$3491058	FBgn0260799	b942df15-daf9-41b9-945f-32c7c6ea7c87	30	2R_RaGOO	3490608	3515385
Gypsy6_I$2R_RaGOO$972110$979166	FBgn0262123	5edfca7f-5403-4d89-9370-355e9c52713c	448	2R_RaGOO	935677	978201
DNAREP1_DM$3L_RaGOO$26181088$26181552	FBgn0024804	2d279fd1-219b-4950-a48b-a6d4e418379b	17	3L_RaGOO	26059647	26217760
DNAREP1_DM$3L_RaGOO$26217318$26218255	FBgn0024804	2d279fd1-219b-4950-a48b-a6d4e418379b	111	3L_RaGOO	26059647	26217760
FB4_DM$2R_RaGOO$4698889$4699679	FBgn0267861	037046db-5b40-4165-9733-d0e1f83a966e	24	2R_RaGOO	4697494	4699062
FB4_DM$4_RaGOO$549267$551117	FBgn0022361	351f9dc0-b152-4229-828b-971740b4bad3	18	4_RaGOO	546499	549285
DNAREP1_DM$2L_RaGOO$20918822$20918988	FBgn0000370	f39059a5-4978-4258-8aff-52555b0cbeda	159	2L_RaGOO	20917206	20919135
ROOA_LTR$2R_RaGOO$8715080$8715430	FBgn0033458	c4783256-8112-4603-9eb4-a3a627cdc446	276	2R_RaGOO	8715142	8716689
POGON1$3R_RaGOO$23344845$23345036	FBgn0039156	b3955130-c807-4772-904b-d05910356f74	92	3R_RaGOO	23342867	23344938
Gypsy8_LTR$2R_RaGOO$3739203$3744106	FBgn0033000	313e8085-2fbc-4717-950c-a27d70538af4	29	2R_RaGOO	3721390	3741924
FB4_DM$4_RaGOO$769101$769563	FBgn0039923	3591db02-9102-4d60-8d85-949f484b1e80	311	4_RaGOO	769247	771044
DNAREP1_DM$3L_RaGOO$26181088$26181552	FBgn0024804	f59e503a-b306-4135-ac7f-994ae8524958	95	3L_RaGOO	26059588	26217761
DNAREP1_DM$3L_RaGOO$26217318$26218255	FBgn0024804	f59e503a-b306-4135-ac7f-994ae8524958	46	3L_RaGOO	26059588	26217761
ROO_I$X_RaGOO$12386287$12386489	FBgn0264678	85390950-5814-49d3-91fc-e972fcc38964	198	X_RaGOO	12372961	12397570
DNAREP1_DM$2R_RaGOO$3424288$3424450	FBgn0040007	40892285-dc1f-4cb9-b74c-cf04bfc4b8b2	32	2R_RaGOO	3424418	3425498
PROTOP$3L_RaGOO$26068646$26074787	FBgn0028697	11ab5bdf-38dc-42e6-85a1-518455113917	28	3L_RaGOO	26047578	26071726
DNAREP1_DM$2R_RaGOO$2373947$2374431	FBgn0020908	edf7eb89-eb75-4050-ad50-e39770349c6a	21	2R_RaGOO	2337517	2373968
QUASIMODO_LTR$2R_RaGOO$3561204$3567967	FBgn0040005	678bacee-f9d2-453e-88cb-ab794afad5bb	34	2R_RaGOO	3559470	3561239
DNAREP1_DM$3L_RaGOO$19244612$19244797	FBgn0052207	b5660836-edeb-4b47-878f-5d1b4d321e2c	180	3L_RaGOO	19244440	19246098
DNAREP1_DM$3L_RaGOO$19244612$19244797	FBgn0262031	b5660836-edeb-4b47-878f-5d1b4d321e2c	180	3L_RaGOO	19244440	19246098
ROO_I$3L_RaGOO$11054181$11056742	FBgn0036133	fdc6d1e6-acb2-4be9-8614-1679cec559aa	24	3L_RaGOO	11003787	11056167
TAHRE$2R_RaGOO$3700966$3703361	FBgn0250830	00798560-04db-4d1b-bce3-934e46c4551a	62	2R_RaGOO	3694669	3703089
DNAREP1_DM$3L_RaGOO$23776999$23777370	FBgn0058045	e6ded292-04f1-43e7-a3a0-f8ff3aa0facf	364	3L_RaGOO	23774560	23781841
DNAREP1_DM$3L_RaGOO$26181088$26181552	FBgn0024804	b586c84f-f4b3-4d9b-a640-52b8c7e2b110	51	3L_RaGOO	26059623	26217761
DNAREP1_DM$3L_RaGOO$26217318$26218255	FBgn0024804	b586c84f-f4b3-4d9b-a640-52b8c7e2b110	47	3L_RaGOO	26059623	26217761
FB4_DM$3R_RaGOO$16914758$16917850	FBgn0000063	ad778f1b-893e-4f3b-84b9-25bae1ca935a	26	3R_RaGOO	16913440	16914784
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0260859	39f77a9e-9f86-4a7e-8931-01744db4e3fe	22	3L_RaGOO	9326937	9329011
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0260859	69bec0d5-6195-42a0-9eb4-a33152bafa19	146	3L_RaGOO	9326808	9329011
DNAREP1_DM$3L_RaGOO$19244612$19244797	FBgn0052207	e2b7b85e-11c4-4247-8322-7df41f605385	183	3L_RaGOO	19244434	19246080
DNAREP1_DM$3L_RaGOO$19244612$19244797	FBgn0262031	e2b7b85e-11c4-4247-8322-7df41f605385	183	3L_RaGOO	19244434	19246080
M4DM$2R_RaGOO$14057565$14057772	FBgn0034008	cef1db11-3189-47d1-a62d-7ba6b0fd99a1	182	2R_RaGOO	14057585	14059094
TRANSIB4$2R_RaGOO$3456054$3457884	FBgn0046692	6d7845db-ac1d-4c7f-8009-8a5b26da7629	271	2R_RaGOO	3454986	3456495
PROTOP$2R_RaGOO$1205810$1206584	FBgn0039993	8b04d85f-9e92-43e1-a0f8-28d0018d240c	372	2R_RaGOO	1205696	1206188
Gypsy6_I$2R_RaGOO$972110$979166	FBgn0262123	fd9f9c09-b313-49f0-9711-c251012b8f25	392	2R_RaGOO	953817	978134
PROTOP_B$2L_RaGOO$22342065$22342964	FBgn0002566	0717c688-d356-4cfc-aa35-56d01e181f8e	258	2L_RaGOO	22341424	22342330
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0014184	6b5557be-8e0d-481d-98ce-0129e49d2de5	16	2R_RaGOO	10946943	10971144
QUASIMODO_LTR$2R_RaGOO$3561204$3567967	FBgn0040005	f8e12dba-d049-4cff-af6d-1df7a3378c35	25	2R_RaGOO	3559429	3561229
DNAREP1_DM$4_RaGOO$1257458$1258619	FBgn0053653	733c7ef9-2160-4674-8391-7d71615c503c	73	4_RaGOO	1258327	1262402
QUASIMODO_LTR$4_RaGOO$1257863$1258368	FBgn0053653	733c7ef9-2160-4674-8391-7d71615c503c	41	4_RaGOO	1258327	1262402
M4DM$2L_RaGOO$21859316$21859490	FBgn0039972	ca8b6d5e-560c-42a8-879c-f4cee9170d4e	109	2L_RaGOO	21821918	21859426
DNAREP1_DM$4_RaGOO$1257458$1258619	FBgn0053653	3f15ce8b-c214-44ef-8acd-41dea389f4d0	75	4_RaGOO	1258323	1262381
QUASIMODO_LTR$4_RaGOO$1257863$1258368	FBgn0053653	3f15ce8b-c214-44ef-8acd-41dea389f4d0	44	4_RaGOO	1258323	1262381
TC1-2_DM$3R_RaGOO$14406801$14407077	FBgn0038292	3a125248-a7de-49c8-bdda-b65aa6beeb3e	187	3R_RaGOO	14406688	14407362
DNAREP1_DM$2R_RaGOO$4705001$4705325	FBgn0267861	1dcf7590-2db4-40e9-945f-9aeff887c7b8	18	2R_RaGOO	4705307	4712115
MDG1_LTR$2L_RaGOO$1126248$1133534	FBgn0031310	565629ec-574c-47e8-abe3-164fbbd5d140	22	2L_RaGOO	1129911	1200724
MDG1_LTR$2L_RaGOO$1126248$1133534	FBgn0261458	565629ec-574c-47e8-abe3-164fbbd5d140	22	2L_RaGOO	1129911	1200724
ROO_LTR$X_RaGOO$10174670$10183502	FBgn0052687	bc10a377-e43b-4752-97a6-54704efab450	387	X_RaGOO	10183104	10185042
G3_DM$2L_RaGOO$21721006$21729491	FBgn0032988	2cbe40c9-7800-4d7c-8934-51ca03a5c005	55	2L_RaGOO	21722418	21758205
DMRT1C$2L_RaGOO$21721039$21726932	FBgn0032988	2cbe40c9-7800-4d7c-8934-51ca03a5c005	55	2L_RaGOO	21722418	21758205
PROTOP$2L_RaGOO$21721189$21723590	FBgn0032988	2cbe40c9-7800-4d7c-8934-51ca03a5c005	55	2L_RaGOO	21722418	21758205
ZAM_I$2L_RaGOO$21996184$22001667	FBgn0064225	46efbb7a-b283-474a-b870-04d45ac6d6b3	29	2L_RaGOO	21997459	22007170
DNAREP1_DM$2L_RaGOO$22306074$22306454	FBgn0041004	d5523792-0946-4ccc-b2cb-fa607e1e42f1	359	2L_RaGOO	22295626	22306534
DNAREP1_DM$3L_RaGOO$19244612$19244797	FBgn0052207	04f526b0-1a1c-4249-b066-dcbb2ed6f058	11	3L_RaGOO	19244786	19246097
DNAREP1_DM$3L_RaGOO$19244612$19244797	FBgn0262031	04f526b0-1a1c-4249-b066-dcbb2ed6f058	11	3L_RaGOO	19244786	19246097
ZAM_I$2L_RaGOO$21996184$22001667	FBgn0064225	8ab46db5-dd7c-41e8-a267-b4fb8298c2e9	21	2L_RaGOO	21997459	22007159
DNAREP1_DM$3L_RaGOO$26181088$26181552	FBgn0024804	2e58dd8e-8b78-4245-b882-8498cbc59dd3	17	3L_RaGOO	26059660	26217761
DNAREP1_DM$3L_RaGOO$26217318$26218255	FBgn0024804	2e58dd8e-8b78-4245-b882-8498cbc59dd3	112	3L_RaGOO	26059660	26217761
TOM_I$3L_RaGOO$26110279$26112925	FBgn0028697	f7163465-7194-4976-9ac0-37833471fef6	48	3L_RaGOO	26047816	26110617
QUASIMODO_LTR$2R_RaGOO$3561204$3567967	FBgn0040005	d405628b-d6dc-473c-b90c-87c65fc39cf4	34	2R_RaGOO	3559431	3561238
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0260859	acb8e665-544f-41c4-bba2-c241f42419b5	110	3L_RaGOO	9326845	9329011
TRANSPAC_LTR$2L_RaGOO$8985200$8990448	FBgn0013746	32af707d-5c43-4b3e-8ebb-4392fc54ca9b	18	2L_RaGOO	8960415	8989885
TRANSPAC_LTR$2L_RaGOO$8985200$8990448	FBgn0032086	32af707d-5c43-4b3e-8ebb-4392fc54ca9b	18	2L_RaGOO	8960415	8989885
DNAREP1_DM$3L_RaGOO$9326561$9326959	FBgn0260859	5f7ee89c-d5ef-4025-b3e8-21c1bb668d28	39	3L_RaGOO	9326920	9329011
DNAREP1_DM$X_RaGOO$18388119$18388431	FBgn0030964	240a8a58-51f5-44b3-aa84-08a1ff647309	30	X_RaGOO	18386066	18388150
DNAREP1_DM$2R_RaGOO$1209819$1210327	FBgn0039993	a5b261a0-c5c6-47ad-8f70-06ddf9810135	503	2R_RaGOO	1205376	1211084
TART_B1$2L_RaGOO$11928093$11928246	FBgn0051866	11f03664-b997-4d09-b97f-5c3e4fa2d744	150	2L_RaGOO	11927785	11929235
DNAREP1_DM$2L_RaGOO$10385196$10385374	FBgn0051716	f1d23457-a6f3-4c83-b0ae-8b48142d0c76	168	2L_RaGOO	10384190	10386214
DMRT1A$3L_RaGOO$9155539$9160690	FBgn0035969	83a7c57b-c6f3-4b2a-a75f-bf076be4dd0c	21	3L_RaGOO	9095603	9159977
LINEJ1_DM$X_RaGOO$11132235$11138611	FBgn0030292	2d9a5b78-d228-4c19-926e-69639d7b4d41	15	X_RaGOO	11009627	11133581
MDG3_LTR$X_RaGOO$11132720$11138277	FBgn0030292	2d9a5b78-d228-4c19-926e-69639d7b4d41	15	X_RaGOO	11009627	11133581
QUASIMODO_LTR$2R_RaGOO$3561204$3567967	FBgn0040005	6b96ed7e-dcef-488a-8eed-bbfff93d7706	35	2R_RaGOO	3559458	3561239
ZAM_I$2L_RaGOO$21996184$22001667	FBgn0064225	be86c9d9-562b-4b80-805b-061dea238ab8	15	2L_RaGOO	21997459	22007170
DNAREP1_DM$3L_RaGOO$19244612$19244797	FBgn0052207	c07a6e6e-c334-4189-9738-bf43b5eecb96	170	3L_RaGOO	19244434	19246133
DNAREP1_DM$3L_RaGOO$19244612$19244797	FBgn0262031	c07a6e6e-c334-4189-9738-bf43b5eecb96	170	3L_RaGOO	19244434	19246133
DM412$2R_RaGOO$15155116$15161589	FBgn0034118	6b3ee9a7-5fd8-49e8-9438-483a27b409d9	14	2R_RaGOO	15101378	15160830
DNAREP1_DM$2L_RaGOO$21221345$21221761	FBgn0000559	e8dc2705-18bb-4ce7-be67-be434dbdb46e	15	2L_RaGOO	21195684	21221500
DNAREP1_DM$3L_RaGOO$26217318$26218255	FBgn0024804	2acabfc6-8e94-497d-938e-58c74f0af768	59	3L_RaGOO	26059636	26217787
MDG1_LTR$3L_RaGOO$22730419$22737426	FBgn0264492	a7b12da6-8f12-4a76-9c40-af11f5fa0ff1	19	3L_RaGOO	22711535	22737085
DM297_LTR$3R_RaGOO$29134004$29136461	FBgn0039733	d9a55c21-b2ba-4915-b57c-ca5a3dd59682	52	3R_RaGOO	29132228	29134057
ROO_I$X_RaGOO$12386287$12386489	FBgn0264678	e69fbea3-ae64-4896-b61b-81601558fc39	198	X_RaGOO	12372909	12397741
ROO_I$X_RaGOO$12386287$12386489	FBgn0267183	e69fbea3-ae64-4896-b61b-81601558fc39	198	X_RaGOO	12372909	12397741
DNAREP1_DM$2L_RaGOO$22028024$22028241	FBgn0064225	f71eaf38-f412-4326-815e-183594c63439	24	2L_RaGOO	22005407	22028158
DNAREP1_DM$X_RaGOO$6728274$6728628	FBgn0029928	5b5bd839-5460-4f1f-a257-039c29b60308	41	X_RaGOO	6727320	6728319
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0033693	f06faf45-2dd2-440b-8bbf-3eeb63561fcd	48	2R_RaGOO	10963078	10989121
ACCORD_LTR$2R_RaGOO$10965448$10972654	FBgn0053964	f06faf45-2dd2-440b-8bbf-3eeb63561fcd	48	2R_RaGOO	10963078	10989121
PROTOP$3L_RaGOO$23000805$23002317	FBgn0266347	6452de3b-79f4-4268-ac15-9b1885f168fa	222	3L_RaGOO	23000951	23034873
DIVER2_I$2R_RaGOO$4796553$4796987	FBgn0267028	cfd08ef8-a000-42e2-8f98-1ad5674d868b	429	2R_RaGOO	4795923	4797282
LINEJ1_DM$2R_RaGOO$12357739$12358093	FBgn0266489	fae3aeef-a476-404f-89fb-b9dace4b2580	154	2R_RaGOO	12357921	12360770
HMSBEAGLE_I$3L_RaGOO$9000316$9006862	FBgn0035959	97ca970f-350c-45e8-93f9-80ed7ed8d6a0	17	3L_RaGOO	8959248	9005585
DM297_LTR$3R_RaGOO$29134004$29136461	FBgn0039733	7c468982-7fab-4212-a963-bf517d27dd5a	52	3R_RaGOO	29132225	29134057
DNAREP1_DM$3L_RaGOO$26181088$26181552	FBgn0024804	60f043aa-1603-4840-a510-333dc6db7ef1	15	3L_RaGOO	26059648	26217761
